subj,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit
P109_Exp3,19,F,3,18,71,10,2,14,1,856.608532624705,253,200,527,459,0,0,NA,4,4,257,252,0,0,0,0,23,High
P109_Exp3,19,F,3,18,72,9,1,13,1,528.081618878787,0,0,426,790,0,0,NA,4,2,159,245,0,0,0,0,23,High
P110_Exp3,18,M,1,1,1,3,3,7,4,6578.32530188534,779,0,3308,303,167,433,193,31,4,1973,245,0,0,0,0,20,Low
P110_Exp3,18,M,1,1,2,2,2,6,3,2641.60719050778,217,0,1960,454,0,264,180,8,4,793,246,7,0,0,0,20,Low
P110_Exp3,18,M,1,1,3,4,4,8,1,1952.21370847503,420,0,1206,364,0,349,220,10,3,585,253,0,0,0,0,20,Low
P110_Exp3,18,M,1,1,4,1,1,5,2,3794.66326492548,326,0,2943,323,0,323,206,14,5,1138,245,0,0,0,0,20,Low
P110_Exp3,18,M,1,2,5,2,2,6,3,4530.22960554517,150,0,3590,260,0,193,183,13,3,1359,249,0,45,0,45,20,Low
P110_Exp3,18,M,1,2,6,1,1,5,1,1597.47398886248,393,0,914,344,0,0,NA,7,2,479,249,0,0,0,0,20,Low
P110_Exp3,18,M,1,2,7,4,4,8,4,3916.63607835289,230,160,2913,223,0,180,270,13,4,1175,249,46,0,41,0,20,Low
P110_Exp3,18,M,1,2,8,3,3,7,2,2545.65366220777,286,103,1806,156,0,216,187,8,3,763,245,0,67,0,64,20,Low
P110_Exp3,18,M,1,3,9,2,2,6,2,2434.70803655873,240,150,1366,327,127,200,210,9,4,731,248,136,0,131,0,20,Low
P110_Exp3,18,M,1,3,10,1,1,5,1,1729.23214477487,170,0,1339,300,0,186,257,5,4,519,250,0,0,0,0,20,Low
P110_Exp3,18,M,1,3,11,4,4,8,1,1694.03063016944,124,0,1223,496,0,233,223,6,3,508,250,0,0,0,0,20,Low
P110_Exp3,18,M,1,3,12,3,3,7,1,2019.07352424314,300,294,1450,163,0,133,203,8,5,606,252,0,0,0,0,20,Low
P110_Exp3,18,M,1,4,13,2,2,6,1,1423.38955545711,0,313,900,160,144,160,194,5,4,427,252,0,0,0,0,20,Low
P110_Exp3,18,M,1,4,14,1,1,5,1,1175.12584475116,170,0,814,510,0,234,240,5,3,353,251,0,0,0,0,20,Low
P110_Exp3,18,M,1,4,15,4,4,8,1,3304.98893387266,437,0,2058,427,0,257,53,12,3,991,252,57,0,55,0,20,Low
P110_Exp3,18,M,1,4,16,3,3,7,1,2100.12007925616,384,0,1486,537,0,236,283,9,3,630,253,0,0,0,0,20,Low
P110_Exp3,18,M,1,5,17,1,1,5,1,1164.83488951417,170,0,599,774,0,0,NA,5,3,350,254,0,0,0,0,20,Low
P110_Exp3,18,M,1,5,18,4,4,8,1,887.601831916982,147,0,613,719,0,0,NA,4,5,266,252,0,0,0,0,20,Low
P110_Exp3,18,M,1,5,19,2,2,6,1,699.706472929392,223,0,393,523,0,167,247,3,3,210,253,0,0,0,0,20,Low
P110_Exp3,18,M,1,5,20,3,3,7,1,911.218324490619,0,0,770,626,0,0,NA,7,3,273,250,0,0,0,0,20,Low
P110_Exp3,18,M,1,6,21,4,4,8,1,1773.33606615866,180,223,987,60,417,0,NA,6,3,532,251,0,49,0,49,20,Low
P110_Exp3,18,M,1,6,22,2,2,6,1,1455.02219866466,260,0,636,759,0,0,NA,8,3,437,252,0,0,0,0,20,Low
P110_Exp3,18,M,1,6,23,3,3,7,1,941.36914500632,196,0,580,394,0,0,NA,4,4,283,251,0,0,0,0,20,Low
P110_Exp3,18,M,1,6,24,1,1,5,1,751.481520834204,83,0,430,506,0,180,247,3,4,225,253,0,0,0,0,20,Low
P110_Exp3,18,M,2,7,25,6,2,10,3,3502.90357557242,230,140,2739,319,0,243,203,10,4,1051,248,0,0,0,0,20,Low
P110_Exp3,18,M,2,7,26,8,4,12,4,3458.68736288321,311,0,2794,449,0,0,NA,9,4,1038,246,0,0,0,0,20,Low
P110_Exp3,18,M,2,7,27,7,3,11,3,4194.60929265188,377,0,3332,210,0,404,367,12,4,1258,250,0,0,0,0,20,Low
P110_Exp3,18,M,2,7,28,5,1,9,3,3394.31425628572,90,190,2640,267,0,190,206,10,4,1019,245,0,0,0,0,20,Low
P110_Exp3,18,M,2,8,29,8,4,12,1,2261.40058657256,206,183,1607,220,0,223,223,7,4,678,250,0,0,0,0,20,Low
P110_Exp3,18,M,2,8,30,7,3,11,1,2619.70736642979,403,233,1926,320,0,130,220,9,4,786,253,0,0,0,0,20,Low
P110_Exp3,18,M,2,8,31,6,2,10,1,1739.27285943137,254,0,1252,463,0,263,194,8,4,522,252,0,0,0,0,20,Low
P110_Exp3,18,M,2,8,32,5,1,9,3,3276.38513745842,263,0,2636,483,0,216,234,11,3,983,245,0,0,0,0,20,Low
P110_Exp3,18,M,2,9,33,7,3,11,2,2551.42519406581,343,187,1900,197,0,127,233,6,3,765,248,0,47,0,47,20,Low
P110_Exp3,18,M,2,9,34,8,4,12,1,1153.34012313542,190,346,681,356,0,0,NA,5,4,346,253,0,0,0,0,20,Low
P110_Exp3,18,M,2,9,35,5,1,9,2,5594.94169907703,374,267,4338,166,0,234,210,17,4,1679,245,0,0,0,0,20,Low
P110_Exp3,18,M,2,9,36,6,2,10,1,1077.0381778384,267,204,633,273,0,203,237,6,4,323,250,0,0,0,0,20,Low
P110_Exp3,18,M,2,10,37,7,3,11,1,2755.01145250746,220,120,1787,540,0,0,NA,12,4,827,252,0,0,0,0,20,Low
P110_Exp3,18,M,2,10,38,5,1,9,1,1157.22866253782,329,0,700,707,0,0,NA,6,3,347,251,0,0,0,0,20,Low
P110_Exp3,18,M,2,10,39,8,4,12,1,1504.65344848999,100,0,1186,710,0,0,NA,6,3,451,252,0,0,0,0,20,Low
P110_Exp3,18,M,2,10,40,6,2,10,1,644.978042822913,153,0,369,233,0,230,213,4,4,193,250,0,0,0,0,20,Low
P110_Exp3,18,M,2,11,41,8,4,12,4,4781.82734184884,167,0,3374,694,0,0,NA,15,4,1435,249,224,0,220,0,20,Low
P110_Exp3,18,M,2,11,42,5,1,9,2,2759.11280205401,127,0,2154,167,0,166,207,9,3,827,246,0,0,0,0,20,Low
P110_Exp3,18,M,2,11,43,7,3,11,1,865.963115324121,293,0,454,473,0,0,NA,4,2,260,253,0,52,0,50,20,Low
P110_Exp3,18,M,2,11,44,6,2,10,1,782.732313215092,170,0,513,436,0,183,220,3,5,235,253,0,0,0,0,20,Low
P110_Exp3,18,M,2,12,45,5,1,9,1,2924.17136861695,176,0,1666,779,0,0,NA,9,2,878,251,161,0,157,0,20,Low
P110_Exp3,18,M,2,12,46,6,2,10,1,1287.68641263014,227,0,951,758,0,0,NA,4,3,386,252,0,0,0,0,20,Low
P110_Exp3,18,M,2,12,47,7,3,11,1,644.711803746759,177,0,366,727,0,0,NA,4,3,193,250,0,0,0,0,20,Low
P110_Exp3,18,M,2,12,48,8,4,12,1,523.866733154136,147,0,206,666,0,0,NA,3,3,157,246,0,0,0,0,20,Low
P110_Exp3,18,M,3,13,49,11,3,15,3,3608.38284816782,320,120,2909,293,0,196,200,13,4,1082,246,0,0,0,0,20,Low
P110_Exp3,18,M,3,13,50,9,1,13,1,1009.04005418852,310,0,547,173,0,620,210,6,2,303,250,0,0,0,0,20,Low
P110_Exp3,18,M,3,13,51,12,4,16,2,4120.67120017673,0,0,2399,213,183,400,174,15,3,1236,248,109,0,109,0,20,Low
P110_Exp3,18,M,3,13,52,10,2,14,2,2931.68764179791,153,0,2390,143,0,636,190,8,2,879,249,0,0,0,0,20,Low
P110_Exp3,18,M,3,14,53,9,1,13,1,1584.99154192759,287,0,946,137,157,643,173,5,4,476,252,0,0,0,0,20,Low
P110_Exp3,18,M,3,14,54,11,3,15,1,1363.07916054648,0,0,823,246,40,240,156,5,4,409,250,23,0,0,0,20,Low
P110_Exp3,18,M,3,14,55,10,2,14,1,1645.45014929899,590,190,581,126,200,250,160,7,4,494,250,0,0,0,0,20,Low
P110_Exp3,18,M,3,14,56,12,4,16,1,1164.49439328426,0,0,893,333,176,283,206,5,4,349,249,0,0,0,0,20,Low
P110_Exp3,18,M,3,15,57,10,2,14,3,3520.10587984114,443,144,2469,156,0,340,190,10,3,1056,248,0,0,0,0,20,Low
P110_Exp3,18,M,3,15,58,11,3,15,2,2020.07448657241,140,0,1487,290,0,381,190,6,4,606,248,0,0,0,0,20,Low
P110_Exp3,18,M,3,15,59,9,1,13,2,2141.59541803019,0,0,1062,293,94,394,196,10,4,642,246,84,0,84,0,20,Low
P110_Exp3,18,M,3,15,60,12,4,16,1,833.151715221902,0,57,696,314,0,281,200,4,5,250,253,0,0,0,0,20,Low
P110_Exp3,18,M,3,16,61,11,3,15,4,3668.25705775045,114,150,3222,153,0,100,186,9,3,1101,248,0,65,0,60,20,Low
P110_Exp3,18,M,3,16,62,12,4,16,1,2003.3279884301,0,0,1655,510,0,233,187,8,3,601,253,0,0,0,0,20,Low
P110_Exp3,18,M,3,16,63,10,2,14,1,1162.68052639134,243,0,743,427,0,327,100,5,4,348,250,0,0,0,0,20,Low
P110_Exp3,18,M,3,16,64,9,1,13,1,717.070875136415,0,0,646,377,0,110,203,3,4,215,253,0,0,0,0,20,Low
P110_Exp3,18,M,3,17,65,10,2,14,1,2594.60029727052,570,0,949,753,0,0,NA,10,3,778,250,0,0,0,0,20,Low
P110_Exp3,18,M,3,17,66,11,3,15,1,1034.4526040135,0,0,754,824,0,0,NA,4,2,311,253,0,0,0,0,20,Low
P110_Exp3,18,M,3,17,67,12,4,16,1,1880.64761900023,147,0,1173,728,0,0,NA,6,2,565,249,0,0,0,0,20,Low
P110_Exp3,18,M,3,17,68,9,1,13,1,279.206003840955,0,60,217,297,0,0,NA,1,4,83,245,0,0,0,0,20,Low
P110_Exp3,18,M,3,18,69,10,2,14,1,1629.73510117808,130,0,756,300,154,0,NA,7,3,489,249,65,10,65,0,20,Low
P110_Exp3,18,M,3,18,70,11,3,15,1,780.423700471147,163,226,406,223,0,0,NA,3,3,234,249,0,0,0,0,20,Low
P110_Exp3,18,M,3,18,71,12,4,16,1,783.220116325538,256,230,429,307,0,76,197,4,4,235,254,0,0,0,0,20,Low
P110_Exp3,18,M,3,18,72,9,1,13,1,559.350787185394,160,170,340,190,0,0,NA,2,3,168,251,0,0,0,0,20,Low
P111_Exp3,18,F,1,1,1,4,4,8,4,5297.98774529991,190,0,4167,227,0,290,270,17,4,1589,244,22,44,0,44,24,High
P111_Exp3,18,F,1,1,2,1,1,5,4,4325.45623090482,270,30,3272,206,0,296,244,16,4,1298,246,0,0,0,0,24,High
P111_Exp3,18,F,1,1,3,3,3,7,2,2201.64565203959,104,0,1664,357,0,366,277,11,3,660,248,0,0,0,0,24,High
P111_Exp3,18,F,1,1,4,2,2,6,1,1226.61598725608,167,120,714,276,0,256,137,7,4,368,250,34,0,34,0,24,High
P111_Exp3,18,F,1,2,5,4,4,8,4,5091.63859165346,57,80,4009,124,0,163,347,15,5,1528,246,0,0,0,0,24,High
P111_Exp3,18,F,1,2,6,2,2,6,2,3096.07736659382,0,0,2014,352,0,380,140,8,3,929,245,210,0,204,0,24,High
P111_Exp3,18,F,1,2,7,3,3,7,2,2556.67369284129,294,0,2019,437,0,0,NA,7,4,767,247,0,0,0,0,24,High
P111_Exp3,18,F,1,2,8,1,1,5,1,903.681451414741,173,0,581,146,0,530,180,6,3,271,252,0,27,0,27,24,High
P111_Exp3,18,F,1,3,9,3,3,7,2,2965.05879678807,234,0,2055,389,0,274,243,11,3,890,249,31,0,31,0,24,High
P111_Exp3,18,F,1,3,10,2,2,6,1,1301.3464837386,70,0,998,257,0,167,146,5,4,391,253,26,0,26,0,24,High
P111_Exp3,18,F,1,3,11,1,1,5,1,938.87560895746,203,0,464,540,0,167,147,6,3,281,252,0,0,0,0,24,High
P111_Exp3,18,F,1,3,12,4,4,8,1,396.981633039104,0,0,316,0,0,0,NA,2,4,119,244,0,0,0,0,24,High
P111_Exp3,18,F,1,4,13,3,3,7,1,990.628917512367,170,0,693,369,0,163,213,4,4,297,251,0,0,0,0,24,High
P111_Exp3,18,F,1,4,14,4,4,8,3,2424.87513021115,120,0,1777,630,0,0,NA,9,3,728,245,33,14,33,14,24,High
P111_Exp3,18,F,1,4,15,2,2,6,1,777.157801541762,NA,0,NA,436,NA,0,NA,NA,6,233,250,233,69,233,64,24,High
P111_Exp3,18,F,1,4,16,1,1,5,1,1562.07176235694,146,0,1004,210,0,547,140,11,3,468,250,0,0,0,0,24,High
P111_Exp3,18,F,1,5,17,3,3,7,2,3117.47525017199,116,0,1434,433,150,283,147,14,4,935,249,83,0,73,0,24,High
P111_Exp3,18,F,1,5,18,1,1,5,2,1817.76421577524,160,228,1457,240,0,174,156,6,7,546,248,0,0,0,0,24,High
P111_Exp3,18,F,1,5,19,2,2,6,2,2354.26374442977,187,64,1577,314,0,230,147,8,4,706,247,41,0,36,0,24,High
P111_Exp3,18,F,1,5,20,4,4,8,1,773.220407438203,161,151,393,363,0,0,NA,6,6,232,251,0,0,0,0,24,High
P111_Exp3,18,F,1,6,21,3,3,7,2,1992.39446627689,177,256,1156,413,0,0,NA,7,4,598,246,0,0,0,0,24,High
P111_Exp3,18,F,1,6,22,4,4,8,3,3401.1487386560502,176,0,2633,397,0,0,NA,11,5,1021,248,0,0,0,0,24,High
P111_Exp3,18,F,1,6,23,2,2,6,1,1299.0532927688,0,0,913,420,0,210,163,6,3,389,254,0,44,0,44,24,High
P111_Exp3,18,F,1,6,24,1,1,5,1,1150.58691139348,0,0,733,30,0,133,133,6,7,345,253,0,40,0,0,24,High
P111_Exp3,18,F,2,7,25,5,1,9,4,3608.38957140004,0,380,2735,170,0,0,NA,11,3,1083,246,0,0,0,0,24,High
P111_Exp3,18,F,2,7,26,8,4,12,3,3794.35296063821,796,0,2132,297,93,159,300,16,5,1138,251,0,22,0,0,24,High
P111_Exp3,18,F,2,7,27,7,3,11,2,3794.38978692269,358,110,2201,200,0,360,237,18,4,1139,245,39,0,39,0,24,High
P111_Exp3,18,F,2,7,28,6,2,10,1,867.793027817243,91,0,524,0,0,820,4,5,2,260,253,0,0,0,0,24,High
P111_Exp3,18,F,2,8,29,8,4,12,3,3799.2994553606,315,0,2750,144,136,588,180,10,8,1140,254,0,0,0,0,24,High
P111_Exp3,18,F,2,8,30,5,1,9,3,3600.58088939331,87,283,2971,214,0,160,250,10,4,1081,253,51,0,44,0,24,High
P111_Exp3,18,F,2,8,31,7,3,11,2,1792.81953821919,219,0,1364,416,0,164,150,6,5,538,245,0,0,0,0,24,High
P111_Exp3,18,F,2,8,32,6,2,10,1,601.516941147565,137,0,246,133,0,574,170,6,3,180,253,0,22,0,0,24,High
P111_Exp3,18,F,2,9,33,7,3,11,4,4413.72793403934,224,90,3160,576,0,0,NA,16,4,1325,244,0,0,0,0,24,High
P111_Exp3,18,F,2,9,34,5,1,9,3,3566.6345996251,146,220,2869,280,0,157,156,11,4,1070,248,0,0,0,0,24,High
P111_Exp3,18,F,2,9,35,8,4,12,1,1232.83600741343,329,0,554,583,0,137,167,7,4,370,254,21,0,0,0,24,High
P111_Exp3,18,F,2,9,36,6,2,10,2,1319.9452676854,0,0,1030,260,176,403,157,4,4,396,253,0,26,0,26,24,High
P111_Exp3,18,F,2,10,37,5,1,9,1,1305.3197985646,163,243,813,194,0,180,233,8,4,391,252,10,0,0,0,24,High
P111_Exp3,18,F,2,10,38,8,4,12,3,2165.74304126698,167,0,1573,543,0,177,203,7,3,650,248,0,0,0,0,24,High
P111_Exp3,18,F,2,10,39,7,3,11,1,1257.28322825307,210,184,823,356,0,0,NA,6,5,377,251,0,0,0,0,24,High
P111_Exp3,18,F,2,10,40,6,2,10,1,350.651749809913,103,0,150,456,0,260,256,2,3,105,249,0,0,0,0,24,High
P111_Exp3,18,F,2,11,41,7,3,11,3,3763.93203316547,137,0,2615,553,0,0,NA,13,3,1130,249,16,37,0,32,24,High
P111_Exp3,18,F,2,11,42,5,1,9,1,1030.0973391204,171,0,690,324,0,0,NA,5,3,309,249,0,0,0,0,24,High
P111_Exp3,18,F,2,11,43,8,4,12,1,717.948679248366,190,0,390,753,0,0,NA,4,2,215,253,0,0,0,0,24,High
P111_Exp3,18,F,2,11,44,6,2,10,1,384.796056325285,136,89,147,264,0,373,294,4,3,116,248,0,0,0,0,24,High
P111_Exp3,18,F,2,12,45,5,1,9,1,878.860534325213,0,0,594,533,0,143,233,4,4,264,250,18,0,0,0,24,High
P111_Exp3,18,F,2,12,46,8,4,12,2,2356.77185602253,123,0,1505,711,0,0,NA,12,3,707,246,0,0,0,0,24,High
P111_Exp3,18,F,2,12,47,7,3,11,1,222.754962418549,0,0,216,776,0,0,NA,1,2,67,246,0,0,0,0,24,High
P111_Exp3,18,F,2,12,48,6,2,10,1,239.288757627946,0,0,163,93,0,294,380,2,4,72,246,0,0,0,0,24,High
P111_Exp3,18,F,3,13,49,10,2,14,1,1366.95160754243,123,0,787,330,0,312,194,8,6,410,254,62,0,35,0,24,High
P111_Exp3,18,F,3,13,50,11,3,15,1,655.615359701187,0,0,391,271,0,254,143,3,4,196,252,0,0,0,0,24,High
P111_Exp3,18,F,3,13,51,9,1,13,2,1918.30360013046,0,0,1541,497,0,173,174,5,3,575,248,0,14,0,0,24,High
P111_Exp3,18,F,3,13,52,12,4,16,1,490.708154396998,146,0,196,237,0,106,290,3,3,147,246,0,34,0,33,24,High
P111_Exp3,18,F,3,14,53,9,1,13,1,1073.66374159392,114,136,717,207,0,183,247,7,5,322,252,1,0,0,0,24,High
P111_Exp3,18,F,3,14,54,12,4,16,1,591.360734306363,0,0,497,480,0,200,137,3,4,177,251,0,0,0,0,24,High
P111_Exp3,18,F,3,14,55,10,2,14,1,456.62995407838,0,137,397,317,0,0,NA,2,4,137,246,0,0,0,0,24,High
P111_Exp3,18,F,3,14,56,11,3,15,1,438.873345043248,127,0,217,320,0,377,317,3,4,131,247,0,0,0,0,24,High
P111_Exp3,18,F,3,15,57,9,1,13,1,957.257359295909,0,104,821,413,0,140,250,4,4,287,251,19,0,0,0,24,High
P111_Exp3,18,F,3,15,58,10,2,14,2,1015.73931335952,433,0,490,566,0,140,174,4,4,305,249,0,0,0,0,24,High
P111_Exp3,18,F,3,15,59,12,4,16,2,1033.24236435583,0,0,841,781,0,0,NA,4,2,310,249,0,0,0,0,24,High
P111_Exp3,18,F,3,15,60,11,3,15,1,232.019792012579,0,346,224,137,0,127,170,1,7,69,249,0,0,0,0,24,High
P111_Exp3,18,F,3,16,61,12,4,16,3,2833.27683617608,103,190,2346,297,0,170,290,10,5,850,248,9,0,0,0,24,High
P111_Exp3,18,F,3,16,62,11,3,15,2,1311.93887077825,208,236,921,124,0,227,153,6,6,394,245,0,0,0,0,24,High
P111_Exp3,18,F,3,16,63,9,1,13,1,532.984127567033,123,0,196,497,0,0,NA,4,3,160,249,0,0,0,0,24,High
P111_Exp3,18,F,3,16,64,10,2,14,1,225.883687493479,0,70,220,153,0,0,NA,1,5,68,251,0,0,0,0,24,High
P111_Exp3,18,F,3,17,65,9,1,13,4,3520.45141782946,0,0,2646,227,0,149,177,10,5,1056,247,17,21,0,0,24,High
P111_Exp3,18,F,3,17,66,11,3,15,2,1436.70572567135,89,0,1064,407,0,130,216,6,4,431,247,0,0,0,0,24,High
P111_Exp3,18,F,3,17,67,12,4,16,2,1221.47177762963,164,0,833,736,0,0,NA,6,3,367,247,0,0,0,0,24,High
P111_Exp3,18,F,3,17,68,10,2,14,1,396.966238447931,0,0,223,224,0,294,267,2,6,119,245,0,0,0,0,24,High
P111_Exp3,18,F,3,18,69,11,3,15,2,2195.07668772349,70,0,1370,356,0,374,140,9,3,658,245,0,0,0,0,24,High
P111_Exp3,18,F,3,18,70,10,2,14,1,348.757007181121,0,0,314,740,0,0,NA,2,3,105,248,0,0,0,0,24,High
P111_Exp3,18,F,3,18,71,12,4,16,1,216.001564815087,0,0,210,660,0,0,NA,1,4,65,248,0,0,0,0,24,High
P111_Exp3,18,F,3,18,72,9,1,13,1,238.556156011327,0,200,214,0,0,106,320,1,5,72,246,0,0,0,0,24,High
P112_Exp3,18,F,1,1,1,3,3,7,3,5459.38236164147,300,137,4485,200,0,264,230,15,4,1640,249,55,44,38,43,17,Low
P112_Exp3,18,F,1,1,2,2,2,6,2,3889.99671651618,164,0,3168,190,0,566,223,13,3,1169,245,0,0,0,0,17,Low
P112_Exp3,18,F,1,1,3,4,4,8,3,5036.06644272077,301,0,4252,197,0,390,240,17,3,1512,246,0,36,0,36,17,Low
P112_Exp3,18,F,1,1,4,1,1,5,1,1991.64204557383,358,0,1400,256,0,440,223,10,4,598,251,0,0,0,0,17,Low
P112_Exp3,18,F,1,2,5,4,4,8,1,3163.6178123299,244,0,2396,317,0,410,247,12,4,950,254,0,0,0,0,17,Low
P112_Exp3,18,F,1,2,6,1,1,5,1,2437.93148467375,250,0,1813,620,0,0,NA,9,2,733,251,0,49,0,46,17,Low
P112_Exp3,18,F,1,2,7,2,2,6,2,5129.8615661035,419,110,3755,186,0,436,226,24,4,1540,253,28,0,28,0,17,Low
P112_Exp3,18,F,1,2,8,3,3,7,1,2487.34502582374,149,150,1973,320,0,120,237,8,5,747,252,0,53,0,45,17,Low
P112_Exp3,18,F,1,3,9,4,4,8,1,2006.0447427968,310,0,1180,723,0,0,NA,9,3,602,251,0,0,0,0,17,Low
P112_Exp3,18,F,1,3,10,1,1,5,1,1310.0216155035,161,0,962,460,0,230,210,6,4,394,249,0,0,0,0,17,Low
P112_Exp3,18,F,1,3,11,3,3,7,1,1515.21241174487,161,0,1191,620,0,0,NA,5,3,455,254,0,47,0,47,17,Low
P112_Exp3,18,F,1,3,12,2,2,6,1,878.569354586944,148,0,560,406,0,0,NA,5,4,264,250,0,0,0,0,17,Low
P112_Exp3,18,F,1,4,13,1,1,5,1,1469.39441916766,279,0,733,404,0,173,230,10,3,441,252,0,48,0,46,17,Low
P112_Exp3,18,F,1,4,14,4,4,8,1,1291.3193356726,298,310,823,373,0,0,NA,5,6,388,251,0,0,0,0,17,Low
P112_Exp3,18,F,1,4,15,2,2,6,1,960.720327828312,283,110,580,613,0,0,NA,5,3,289,250,0,0,0,0,17,Low
P112_Exp3,18,F,1,4,16,3,3,7,1,530.628194344899,240,0,250,593,0,0,NA,3,3,160,254,0,52,0,52,17,Low
P112_Exp3,18,F,1,5,17,4,4,8,1,1263.65999407426,233,614,674,0,0,0,NA,6,9,379,254,0,0,0,0,17,Low
P112_Exp3,18,F,1,5,18,1,1,5,1,685.106529246696,231,0,357,806,0,0,NA,3,1,206,252,0,0,0,0,17,Low
P112_Exp3,18,F,1,5,19,3,3,7,1,659.227926422318,134,0,410,741,0,0,NA,3,3,198,251,0,0,0,0,17,Low
P112_Exp3,18,F,1,5,20,2,2,6,1,568.727441135707,121,0,326,431,0,0,NA,6,3,171,253,0,0,0,0,17,Low
P112_Exp3,18,F,1,6,21,1,1,5,1,1328.54630388101,153,589,936,70,0,0,NA,7,7,399,249,0,0,0,0,17,Low
P112_Exp3,18,F,1,6,22,3,3,7,1,955.655503930757,198,397,591,349,0,0,NA,11,3,287,251,0,0,0,0,17,Low
P112_Exp3,18,F,1,6,23,2,2,6,1,725.284108637425,287,167,360,470,0,0,NA,6,2,218,250,0,41,0,41,17,Low
P112_Exp3,18,F,1,6,24,4,4,8,1,506.34339192402,197,167,253,347,0,0,NA,2,3,152,247,0,61,0,61,17,Low
P112_Exp3,18,F,2,7,25,8,4,12,1,3388.76096340755,1340,40,1295,193,0,247,460,13,4,1018,251,61,0,61,0,17,Low
P112_Exp3,18,F,2,7,26,5,1,9,1,2238.8270400952,369,0,1584,605,0,0,NA,10,3,672,251,0,40,0,38,17,Low
P112_Exp3,18,F,2,7,27,7,3,11,1,1726.31257121247,251,110,1293,280,0,326,314,8,3,518,250,0,0,0,0,17,Low
P112_Exp3,18,F,2,7,28,6,2,10,1,1034.7343560461,393,0,580,340,0,413,387,3,2,311,253,0,0,0,0,17,Low
P112_Exp3,18,F,2,8,29,8,4,12,1,3363.79715256771,1250,174,1534,276,0,0,NA,13,3,1010,253,0,90,0,90,17,Low
P112_Exp3,18,F,2,8,30,7,3,11,2,2414.33744969618,270,140,1294,203,190,360,246,10,3,725,249,0,0,0,0,17,Low
P112_Exp3,18,F,2,8,31,6,2,10,1,1367.70054643421,144,0,874,157,0,630,193,7,3,411,253,0,0,0,0,17,Low
P112_Exp3,18,F,2,8,32,5,1,9,1,1177.55406815559,267,0,726,33,0,694,73,6,5,353,250,0,0,0,0,17,Low
P112_Exp3,18,F,2,9,33,7,3,11,1,3409.32267704193,507,0,2375,407,0,150,257,12,3,1024,250,0,57,0,54,17,Low
P112_Exp3,18,F,2,9,34,8,4,12,1,1273.78813429823,187,246,695,166,0,153,214,6,3,383,251,0,43,0,43,17,Low
P112_Exp3,18,F,2,9,35,6,2,10,1,1048.7450857072,288,0,667,160,0,574,36,5,4,315,253,0,0,0,0,17,Low
P112_Exp3,18,F,2,9,36,5,1,9,1,1206.00156606088,257,0,740,220,0,487,210,8,4,362,251,0,0,0,0,17,Low
P112_Exp3,18,F,2,10,37,8,4,12,1,1078.57894272092,250,266,567,227,0,0,NA,6,5,324,250,0,0,0,0,17,Low
P112_Exp3,18,F,2,10,38,6,2,10,1,1004.42229861437,380,340,566,370,0,0,NA,4,4,302,252,0,0,0,0,17,Low
P112_Exp3,18,F,2,10,39,7,3,11,1,797.059399064892,226,80,510,380,0,240,207,3,4,239,254,0,0,0,0,17,Low
P112_Exp3,18,F,2,10,40,5,1,9,1,843.372778334015,326,0,413,250,0,437,43,4,3,253,250,0,0,0,0,17,Low
P112_Exp3,18,F,2,11,41,8,4,12,1,796.718085774046,331,0,263,193,0,481,257,7,7,239,249,0,0,0,0,17,Low
P112_Exp3,18,F,2,11,42,5,1,9,1,1868.72071738617,632,0,929,117,0,230,213,11,4,561,253,0,52,0,47,17,Low
P112_Exp3,18,F,2,11,43,6,2,10,1,1187.0888297999,326,0,669,126,0,590,160,7,3,357,252,0,0,0,0,17,Low
P112_Exp3,18,F,2,11,44,7,3,11,1,2018.22860211178,513,0,1144,157,0,493,213,11,3,606,252,0,23,0,0,17,Low
P112_Exp3,18,F,2,12,45,5,1,9,1,1383.6777471879,67,110,972,0,0,416,37,6,4,416,253,0,0,0,0,17,Low
P112_Exp3,18,F,2,12,46,6,2,10,1,1032.06535847858,369,0,489,144,0,563,273,5,4,310,254,0,0,0,0,17,Low
P112_Exp3,18,F,2,12,47,8,4,12,1,1056.1433226394,333,0,557,366,0,317,237,8,4,318,251,0,0,0,0,17,Low
P112_Exp3,18,F,2,12,48,7,3,11,1,1318.23876311682,761,247,440,163,0,74,200,8,4,396,252,0,63,0,63,17,Low
P112_Exp3,18,F,3,13,49,11,3,15,1,3641.35782386802,915,0,1996,174,0,440,227,20,4,1094,250,37,0,35,0,17,Low
P112_Exp3,18,F,3,13,50,9,1,13,1,1178.79931894277,383,141,636,123,0,380,150,7,5,354,249,0,29,0,29,17,Low
P112_Exp3,18,F,3,13,51,12,4,16,1,2179.46988498079,470,60,1213,40,0,394,83,17,4,655,254,0,40,0,40,17,Low
P112_Exp3,18,F,3,13,52,10,2,14,1,958.753253707982,213,0,556,56,0,509,187,6,4,288,251,0,0,0,0,17,Low
P112_Exp3,18,F,3,14,53,9,1,13,1,1122.32915566346,233,0,617,217,0,197,240,5,5,337,251,0,35,0,35,17,Low
