Experiment,subj,condition,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit,AOI_cue_p2_1s,AOI_resp_p2_1s,AOI_out_p2_1s,tOutFix_1s,ICU_Exp_medSplit
Exp3,P105_Exp3,NA,20,F,1,2,6,2,2,6,1,3836.69432494207,924,0,2122,53,0,712,23,15,4,1151,252,65,0,63,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,2,7,1,1,5,4,10580.9273209588,614,0,7867,337,419,250,204,38,3,3175,244,28,40,28,40,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,2,8,3,3,7,3,4668.37146206854,520,0,3446,277,0,270,290,13,4,1401,248,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,3,9,2,2,6,1,19490.6707655009,2441,0,11872,200,0,327,190,50,4,5848,252,839,0,798,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,3,10,4,4,8,3,13020.3389144926,2802,0,7523,0,0,314,173,39,5,3907,248,86,0,86,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,3,11,1,1,5,1,2771.41202096573,729,156,1424,226,0,287,100,10,5,831,252,37,0,37,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,3,12,3,3,7,2,12572.5652406472,787,0,9568,234,213,310,210,38,4,3772,247,156,0,154,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,4,13,2,2,6,1,8125.3487973363,3027,110,3509,160,157,483,193,28,3,2438,251,111,0,106,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,4,14,4,4,8,1,1264.36966540859,420,280,720,236,0,227,270,5,3,379,249,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,4,15,3,3,7,2,9406.20294782821,1653,0,5923,536,0,170,283,27,4,2822,252,132,0,132,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,4,16,1,1,5,1,5109.79041370319,1674,140,2737,183,0,393,3,18,4,1533,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,5,17,2,2,6,1,3497.12811955578,1230,220,1654,224,0,287,250,15,3,1049,249,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,5,18,1,1,5,3,10462.4168229284,2756,344,6236,221,0,127,270,32,5,3139,245,87,0,63,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,5,19,4,4,8,1,2091.47787438633,376,0,1360,450,0,213,326,6,4,628,250,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,5,20,3,3,7,1,1592.52924705652,230,0,1028,473,0,274,236,6,3,478,251,34,0,34,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,6,21,1,1,5,1,1240.76343601701,173,430,613,343,0,0,NA,5,3,372,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,6,22,3,3,7,1,1470.91775808622,207,0,1119,794,0,0,NA,5,3,441,252,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,6,23,4,4,8,1,980.738116138127,180,453,655,273,0,0,NA,4,3,294,249,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,1,6,24,2,2,6,1,1613.63699479534,263,0,1183,0,0,574,3,4,3,484,250,0,61,0,56,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,7,25,5,1,9,1,5563.72682784331,3100,0,1877,373,0,280,190,17,3,1669,249,54,0,44,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,7,26,7,3,11,2,4876.17166322707,1855,233,2429,290,0,177,230,16,4,1463,246,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,7,27,8,4,12,1,3578.36514719202,1157,410,826,0,0,180,67,7,4,1073,250,387,0,387,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,7,28,6,2,10,1,4059.96899310867,1025,350,2144,160,0,153,203,13,4,1218,251,118,0,118,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,8,29,5,1,9,1,1770.98489138552,353,473,1173,267,0,0,NA,5,3,531,252,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,8,30,8,4,12,1,6684.04394816207,1080,296,4661,80,0,357,103,21,5,2005,254,50,0,45,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,8,31,7,3,11,1,1081.50688901151,461,130,270,196,0,250,237,5,4,325,254,0,30,0,30,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,8,32,6,2,10,1,2829.73920645054,711,180,1810,103,0,364,76,11,4,849,249,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,9,33,7,3,11,1,3645.56425176033,1357,374,1795,147,127,224,173,12,4,1094,250,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,9,34,8,4,12,1,5858.62161812929,2389,339,2636,0,0,408,3,24,4,1757,251,43,0,41,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,9,35,6,2,10,1,1928.55797431275,443,160,903,213,0,286,244,7,4,579,249,112,0,112,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,9,36,5,1,9,1,836.293457038664,244,277,506,137,0,266,70,3,3,251,253,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,10,37,7,3,11,1,1926.06070009424,936,324,737,206,0,213,247,6,3,577,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,10,38,6,2,10,2,3592.95486734572,933,354,1836,177,393,203,213,9,4,1078,250,34,0,34,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,10,39,5,1,9,1,4242.9712280682,1533,0,2267,180,0,380,356,12,2,1273,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,10,40,8,4,12,1,816.703453138871,0,163,697,90,0,357,66,2,6,245,253,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,11,41,7,3,11,1,1214.51262552728,500,267,565,317,0,0,NA,5,2,364,249,0,58,0,58,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,11,42,5,1,9,1,1789.99351608218,483,0,1103,180,0,340,50,3,3,537,251,0,52,0,44,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,11,43,6,2,10,1,671.999497707475,350,0,267,750,0,0,NA,3,3,202,252,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,11,44,8,4,12,1,229.834352206126,0,246,223,480,0,0,NA,1,2,69,245,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,12,45,7,3,11,1,1205.79978580099,284,737,784,0,0,0,NA,4,3,361,252,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,12,46,5,1,9,1,1326.28896538608,373,0,836,200,0,324,13,4,3,398,250,0,62,0,62,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,12,47,8,4,12,1,1066.11875349427,244,0,679,196,0,390,24,4,3,320,253,0,62,0,57,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,2,12,48,6,2,10,1,286.934483454388,0,133,280,623,0,0,NA,1,2,86,247,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,13,49,11,3,15,2,2958.2771373689,783,483,1676,274,0,0,NA,9,3,887,246,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,13,50,12,4,16,1,1536.2646597514,787,0,593,276,0,220,114,6,6,461,253,0,68,0,60,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,13,51,10,2,14,1,876.30417904802,217,0,573,407,0,310,96,3,4,263,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,13,52,9,1,13,1,257.199623763881,0,227,250,500,0,0,NA,1,3,77,246,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,14,53,10,2,14,4,5194.79040766601,1126,137,3405,630,0,0,NA,18,2,1558,246,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,14,54,9,1,13,1,5325.35561933491,1950,0,2669,210,0,584,240,14,3,1598,251,59,0,59,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,14,55,11,3,15,1,5198.86006208617,421,0,2925,206,0,533,164,14,4,1560,254,417,0,412,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,14,56,12,4,16,1,550.832646102208,0,203,506,258,0,0,NA,2,4,166,253,0,43,0,41,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,15,57,10,2,14,1,1315.27173893301,559,824,537,0,0,0,NA,5,2,394,254,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,15,58,9,1,13,1,647.049998610783,247,0,321,200,0,387,230,3,3,194,249,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,15,59,12,4,16,2,1807.29935776617,233,117,1429,284,0,60,594,5,4,542,246,0,62,0,54,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,15,60,11,3,15,1,863.395206247333,417,0,370,309,0,143,296,3,3,259,249,0,57,0,57,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,16,61,10,2,14,1,1217.47023374701,270,0,513,779,0,0,NA,5,2,366,253,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,16,62,9,1,13,1,657.273337575134,316,0,254,763,0,0,NA,3,3,197,251,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,16,63,12,4,16,1,1575.81655705144,750,0,487,374,0,0,NA,6,2,473,250,0,108,0,108,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,16,64,11,3,15,1,521.606719607917,0,0,444,66,0,677,100,1,3,156,247,6,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,17,65,12,4,16,2,5126.56317352139,3051,0,1372,417,0,320,243,11,3,1538,246,68,0,63,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,17,66,10,2,14,1,1018.55885573968,440,340,517,410,0,0,NA,3,2,305,253,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,17,67,9,1,13,1,760.449129017616,240,0,417,260,0,254,296,3,3,228,250,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,17,68,11,3,15,1,507.873371625465,0,60,500,283,0,397,317,1,3,152,246,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,18,69,12,4,16,1,827.684456588031,246,580,354,183,0,0,NA,3,2,249,250,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,18,70,10,2,14,1,698.453157016047,340,163,317,404,0,0,NA,2,3,210,254,0,53,0,51,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,18,71,11,3,15,1,1095.01565437495,553,0,456,507,0,216,260,4,3,328,250,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P105_Exp3,NA,20,F,3,18,72,9,1,13,1,293.165745596525,0,373,240,337,0,0,NA,1,4,88,245,0,0,0,0,15,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,1,1,3,3,7,3,5319.62041268844,407,0,3827,170,0,293,203,20,4,1596,248,73,26,26,26,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,1,2,2,2,6,1,1976.49463711241,370,0,927,390,0,236,190,11,4,593,251,41,26,0,26,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,1,3,1,1,5,2,2683.14487085308,289,0,1989,271,0,147,223,15,10,805,254,23,20,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,1,4,4,4,8,1,1311.09213456284,314,0,754,389,0,257,240,6,6,393,250,25,16,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,2,5,2,2,6,1,3728.12110136829,643,0,2149,147,0,207,193,18,4,1119,250,83,18,31,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,2,6,1,1,5,1,1788.56251439447,260,193,1004,466,0,0,NA,7,7,537,252,10,15,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,2,7,4,4,8,1,1132.60351098324,396,264,570,170,0,0,NA,4,8,340,253,0,63,0,37,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,2,8,3,3,7,1,767.692637874006,241,0,380,166,0,190,207,5,7,230,253,15,17,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,3,9,4,4,8,1,2769.19164432184,1063,0,1087,651,0,0,NA,17,5,831,253,35,23,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,3,10,2,2,6,2,2034.80073567835,273,136,1587,373,0,117,213,7,6,610,249,0,21,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,3,11,1,1,5,1,3289.52406998042,320,0,2192,607,147,0,NA,18,6,987,251,32,21,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,3,12,3,3,7,1,279.208816789833,34,133,196,163,0,136,430,2,6,84,244,0,3,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,4,13,2,2,6,1,2059.46008600995,340,236,1425,344,0,0,NA,6,5,618,251,30,29,26,29,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,4,14,1,1,5,1,1938.85255071064,257,0,1387,659,0,0,NA,7,4,581,252,31,16,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,4,15,4,4,8,1,2476.9149686631,1163,621,751,143,0,0,NA,15,4,743,250,52,0,49,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,4,16,3,3,7,1,458.477732690881,186,0,150,413,0,190,387,2,7,138,245,14,6,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,5,17,4,4,8,1,1101.84248599626,393,777,548,0,0,0,NA,8,3,331,253,2,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,5,18,1,1,5,1,2025.33912530589,494,254,1026,347,0,0,NA,12,8,607,251,21,29,0,29,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,5,19,2,2,6,1,591.893532508493,210,36,330,460,0,0,NA,3,8,177,251,0,21,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,5,20,3,3,7,1,393.082897230215,237,0,100,634,0,0,NA,2,5,118,245,0,22,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,6,21,4,4,8,1,885.821348979334,494,670,270,0,0,0,NA,5,3,266,252,0,33,0,31,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,6,22,3,3,7,1,1138.97836341448,244,0,734,543,0,0,NA,7,6,342,252,0,57,0,57,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,6,23,1,1,5,1,1310.07398137126,270,0,807,693,0,0,NA,6,2,393,251,0,19,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,1,6,24,2,2,6,1,217.448000383683,0,0,50,240,0,113,467,2,12,65,248,0,14,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,7,25,8,4,12,1,7797.69268918881,1251,0,4424,180,0,384,240,34,5,2340,249,126,0,31,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,7,26,7,3,11,1,1069.15442573654,376,237,340,0,0,357,243,5,6,321,252,22,29,0,29,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,7,27,5,1,9,1,1169.84473541152,366,0,580,384,0,233,250,7,7,351,253,0,11,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,7,28,6,2,10,1,636.60201861785,314,0,253,134,0,63,777,3,11,191,253,0,40,0,40,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,8,29,8,4,12,1,865.228574335106,313,634,450,0,0,0,NA,3,4,259,254,0,34,0,32,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,8,30,5,1,9,1,1112.08046458933,313,250,607,349,0,0,NA,7,4,333,250,0,34,0,32,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,8,31,7,3,11,1,579.417307276344,266,253,246,287,0,0,NA,3,6,174,249,0,56,0,53,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,8,32,6,2,10,1,405.288359517726,183,0,177,267,0,280,483,2,7,122,247,0,39,0,39,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,9,33,5,1,9,1,1537.94197824755,331,0,909,0,0,727,20,6,7,462,252,22,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,9,34,6,2,10,1,1117.99529168275,227,0,716,20,0,634,63,5,4,335,253,0,14,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,9,35,8,4,12,1,1305.76773369012,310,0,704,184,150,428,180,5,5,392,251,0,19,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,9,36,7,3,11,1,261.116901674995,40,143,150,0,0,503,194,2,4,78,246,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,10,37,8,4,12,1,1044.27109981361,193,306,593,190,0,123,237,5,4,313,250,0,22,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,10,38,6,2,10,1,835.343227500289,281,0,453,247,0,464,376,4,2,251,253,0,22,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,10,39,5,1,9,1,851.551876157828,184,0,260,390,37,116,373,7,10,256,253,0,18,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,10,40,7,3,11,1,559.976407099839,277,0,190,220,0,411,293,3,5,168,250,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,11,41,6,2,10,1,1054.35996258211,386,67,534,374,0,109,404,6,9,316,252,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,11,42,5,1,9,1,1005.81310233019,276,177,401,483,0,0,NA,5,4,302,251,16,18,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,11,43,7,3,11,1,1222.26649412687,443,174,500,459,0,0,NA,8,4,367,251,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,11,44,8,4,12,1,149.978523095342,143,14,0,256,0,346,470,1,6,45,249,0,6,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,12,45,7,3,11,1,704.086890455528,163,774,347,0,0,0,NA,4,3,212,252,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,12,46,5,1,9,1,693.599580543832,206,220,376,193,0,0,NA,3,8,208,250,0,24,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,12,47,6,2,10,1,594.781670586599,220,0,317,706,0,0,NA,3,4,178,250,0,23,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,2,12,48,8,4,12,1,137.879011525001,0,260,100,316,0,0,NA,2,7,41,248,0,17,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,13,49,11,3,15,1,1016.55970473894,349,0,536,240,0,310,226,5,4,305,254,0,31,0,31,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,13,50,9,1,13,1,1472.40798814073,487,0,714,340,0,265,160,7,8,442,251,27,14,27,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,13,51,10,2,14,1,854.107673095768,364,0,403,263,0,314,190,3,6,256,252,0,20,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,13,52,12,4,16,1,436.564045397517,204,229,140,396,0,0,NA,2,3,131,247,0,29,0,29,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,14,53,11,3,15,1,708.295337474283,293,627,254,0,0,0,NA,4,6,212,251,12,44,0,44,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,14,54,12,4,16,1,943.847628982894,218,333,503,252,0,0,NA,5,6,283,250,0,26,0,26,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,14,55,9,1,13,1,811.947739431162,317,0,280,281,0,307,243,5,10,244,250,0,18,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,14,56,10,2,14,1,451.388392087665,224,0,40,260,0,334,366,3,7,136,249,0,0,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,15,57,12,4,16,2,3391.95668034336,337,210,1725,233,70,100,277,20,4,1017,246,86,50,30,46,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,15,58,10,2,14,1,2089.42814081229,470,93,1036,266,0,149,227,10,11,627,251,30,27,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,15,59,11,3,15,1,991.416180757369,284,0,470,476,0,130,700,5,3,298,250,21,33,0,31,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,15,60,9,1,13,1,310.483597108032,0,200,0,0,33,150,277,2,5,93,246,0,42,0,40,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,16,61,10,2,14,4,4995.63519266258,300,0,3684,167,0,157,336,15,2,1499,243,91,108,29,83,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,16,62,12,4,16,1,941.251383622784,127,337,376,273,0,0,NA,6,3,282,251,63,42,40,39,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,16,63,9,1,13,1,960.377148331645,273,0,508,696,0,0,NA,4,2,288,250,23,23,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,16,64,11,3,15,1,250.795007698798,156,40,43,193,0,334,374,2,4,75,250,0,17,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,17,65,9,1,13,1,1763.95538478664,287,213,1156,249,0,139,204,6,5,530,249,12,16,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,17,66,10,2,14,1,663.293449378216,263,270,280,431,0,0,NA,2,4,199,249,18,1,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,17,67,12,4,16,1,876.750639401962,243,0,530,114,0,303,483,3,8,263,250,0,41,0,39,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,17,68,11,3,15,1,467.517351316928,0,0,0,0,200,266,183,2,8,140,249,0,19,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,18,69,12,4,16,2,2531.31870006018,223,234,1730,350,0,0,NA,10,6,760,250,35,40,0,32,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,18,70,9,1,13,3,3239.01395198891,176,0,2438,310,0,0,NA,10,5,972,252,22,51,0,49,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,18,71,11,3,15,1,899.835519811859,274,0,453,670,0,0,NA,5,4,270,253,18,29,0,29,14,Low,NA,NA,NA,NA,Low
Exp3,P106_Exp3,NA,18,F,3,18,72,10,2,14,1,200.250176508689,0,37,177,50,0,287,403,2,5,60,249,0,16,0,0,14,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,1,1,4,4,8,3,4606.67734842718,295,0,3365,320,0,434,233,23,3,1383,246,98,0,98,0,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,1,2,2,2,6,1,3262.15915663124,90,0,2187,319,0,374,223,21,10,979,250,77,0,77,0,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,1,3,1,1,5,2,2162.40432599261,117,0,1667,430,0,134,263,13,3,649,245,29,53,29,48,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,1,4,3,3,7,1,1101.4422188764,127,137,493,120,0,153,450,12,14,330,253,0,33,0,33,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,2,5,2,2,6,2,3740.43954199624,20,107,2061,166,0,243,237,19,8,1122,252,273,70,273,43,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,2,6,4,4,8,1,1487.30293176777,121,0,1116,603,0,131,250,8,6,447,252,0,0,0,0,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,2,7,3,3,7,1,901.334878044509,144,0,314,553,0,164,283,10,4,270,253,48,0,43,0,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,2,8,1,1,5,1,783.899599493452,99,0,227,143,0,578,183,7,8,235,253,35,0,35,0,21,Low,NA,NA,NA,NA,Low
Exp3,P107_Exp3,NA,20,M,1,3,9,3,3,7,1,1600.17230075391,85,524,878,0,0,77,766,12,18,480,254,33,0,33,0,21,Low,NA,NA,NA,NA,Low
