Experiment,subj,condition,age,sex,phase,epoch,block,trial,cue,resp,out,numResp,RT,ICU,ICU_Exp_medSplit,AOI_out_p2,AOI_out_p2_1s,tOutFix,tOutFix_1s
Exp6,P112_Exp6,C1,23,M,3,9,17,65,10,2,14,1,1249.97366308889,11,Low,450,450,133,133
Exp6,P112_Exp6,C1,23,M,3,9,17,66,9,1,13,1,1290.38671037779,11,Low,1063,626,180,180
Exp6,P112_Exp6,C1,23,M,3,9,17,67,12,4,16,1,4120.52464938461,11,Low,496,470,174,174
Exp6,P112_Exp6,C1,23,M,3,9,17,68,11,3,15,1,931.703936290432,11,Low,2276,913,200,200
Exp6,P112_Exp6,C1,23,M,3,9,18,69,10,2,14,1,791.90791226938,11,Low,623,623,197,197
Exp6,P112_Exp6,C1,23,M,3,9,18,70,11,3,15,1,1394.01830634233,11,Low,103,103,300,300
Exp6,P112_Exp6,C1,23,M,3,9,18,71,12,4,16,1,1372.04019148703,11,Low,0,0,NA,NA
Exp6,P112_Exp6,C1,23,M,3,9,18,72,9,1,13,1,717.707550709747,11,Low,293,293,183,183
Exp6,P113_Exp6,C1,25,F,1,1,1,1,1,1,5,2,9714.44582761819,26,High,457,327,247,247
Exp6,P113_Exp6,C1,25,F,1,1,1,2,3,3,7,1,3724.43124191022,26,High,896,540,334,334
Exp6,P113_Exp6,C1,25,F,1,1,1,3,4,4,8,1,2191.70455972403,26,High,1091,1091,250,250
Exp6,P113_Exp6,C1,25,F,1,1,1,4,2,2,6,2,6786.84159051841,26,High,913,290,267,267
Exp6,P113_Exp6,C1,25,F,1,1,2,5,4,4,8,1,5057.86529470856,26,High,797,416,233,233
Exp6,P113_Exp6,C1,25,F,1,1,2,6,2,2,6,2,4414.68507911054,26,High,357,357,247,247
Exp6,P113_Exp6,C1,25,F,1,1,2,7,3,3,7,2,3672.63537662029,26,High,310,174,273,273
Exp6,P113_Exp6,C1,25,F,1,1,2,8,1,1,5,1,1942.58266039446,26,High,160,0,2103,NA
Exp6,P113_Exp6,C1,25,F,1,2,3,9,2,2,6,2,3289.24889641257,26,High,266,116,264,264
Exp6,P113_Exp6,C1,25,F,1,2,3,10,3,3,7,2,4494.74950737022,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,1,2,3,11,4,4,8,1,1210.18361329516,26,High,197,0,1140,NA
Exp6,P113_Exp6,C1,25,F,1,2,3,12,1,1,5,1,677.564090180113,26,High,200,200,470,470
Exp6,P113_Exp6,C1,25,F,1,2,4,13,3,3,7,1,2473.60415499475,26,High,240,0,2446,NA
Exp6,P113_Exp6,C1,25,F,1,2,4,14,1,1,5,1,3216.11962212387,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,1,2,4,15,4,4,8,1,1503.52176023421,26,High,224,0,1200,NA
Exp6,P113_Exp6,C1,25,F,1,2,4,16,2,2,6,1,395.817536174491,26,High,1198,406,683,683
Exp6,P113_Exp6,C1,25,F,1,3,5,17,3,3,7,1,2002.06168015779,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,1,3,5,18,4,4,8,1,1834.28498638023,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,1,3,5,19,2,2,6,1,1002.24852935503,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,1,3,5,20,1,1,5,1,467.56460937354,26,High,888,0,1347,NA
Exp6,P113_Exp6,C1,25,F,1,3,6,21,3,3,7,1,1527.53142930283,26,High,150,0,1879,NA
Exp6,P113_Exp6,C1,25,F,1,3,6,22,4,4,8,1,3460.28745194462,26,High,540,183,40,40
Exp6,P113_Exp6,C1,25,F,1,3,6,23,2,2,6,1,1170.28331047277,26,High,93,0,2607,NA
Exp6,P113_Exp6,C1,25,F,1,3,6,24,1,1,5,1,981.995464907413,26,High,1518,509,270,270
Exp6,P113_Exp6,C1,25,F,2,4,7,25,8,4,12,1,6017.7198843769,26,High,651,604,227,227
Exp6,P113_Exp6,C1,25,F,2,4,7,26,6,2,10,2,4848.08737660114,26,High,127,127,263,263
Exp6,P113_Exp6,C1,25,F,2,4,7,27,5,1,9,1,5688.29388269614,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,2,4,7,28,7,3,11,1,2523.67249531517,26,High,298,87,560,560
Exp6,P113_Exp6,C1,25,F,2,4,8,29,6,2,10,1,2704.06950910888,26,High,280,0,2420,NA
Exp6,P113_Exp6,C1,25,F,2,4,8,30,7,3,11,1,11436.7049098778,26,High,899,286,254,254
Exp6,P113_Exp6,C1,25,F,2,4,8,31,5,1,9,1,3178.0452495027,26,High,826,157,267,267
Exp6,P113_Exp6,C1,25,F,2,4,8,32,8,4,12,1,1180.41150290742,26,High,561,267,146,146
Exp6,P113_Exp6,C1,25,F,2,5,9,33,5,1,9,1,3862.30512141879,26,High,1080,853,130,130
Exp6,P113_Exp6,C1,25,F,2,5,9,34,6,2,10,1,2414.26006510437,26,High,1088,177,210,210
Exp6,P113_Exp6,C1,25,F,2,5,9,35,7,3,11,1,3862.57950901222,26,High,1023,0,1247,NA
Exp6,P113_Exp6,C1,25,F,2,5,9,36,8,4,12,1,7813.75361020423,26,High,1328,347,583,583
Exp6,P113_Exp6,C1,25,F,2,5,10,37,7,3,11,1,9841.81026988404,26,High,410,184,233,233
Exp6,P113_Exp6,C1,25,F,2,5,10,38,5,1,9,1,2693.79310511363,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,2,5,10,39,8,4,12,1,1635.58973108206,26,High,459,0,1627,NA
Exp6,P113_Exp6,C1,25,F,2,5,10,40,6,2,10,1,1267.50435880831,26,High,419,306,700,700
Exp6,P113_Exp6,C1,25,F,2,6,11,41,7,3,11,1,2043.70158221127,26,High,984,366,4,4
Exp6,P113_Exp6,C1,25,F,2,6,11,42,6,2,10,1,2763.68044017931,26,High,764,674,233,233
Exp6,P113_Exp6,C1,25,F,2,6,11,43,8,4,12,1,2309.78329115396,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,2,6,11,44,5,1,9,1,515.908745146135,26,High,690,690,257,257
Exp6,P113_Exp6,C1,25,F,2,6,12,45,6,2,10,1,1321.5161529472,26,High,283,283,243,243
Exp6,P113_Exp6,C1,25,F,2,6,12,46,7,3,11,1,998.267645325768,26,High,253,253,380,380
Exp6,P113_Exp6,C1,25,F,2,6,12,47,8,4,12,1,1503.6141283349,26,High,20,0,1503,NA
Exp6,P113_Exp6,C1,25,F,2,6,12,48,5,1,9,1,1667.98648407166,26,High,651,618,104,104
Exp6,P113_Exp6,C1,25,F,3,7,13,49,9,1,13,1,3508.30467708579,26,High,260,130,221,221
Exp6,P113_Exp6,C1,25,F,3,7,13,50,10,2,14,1,4824.43208710856,26,High,200,200,217,217
Exp6,P113_Exp6,C1,25,F,3,7,13,51,12,4,16,1,1457.54659457543,26,High,187,0,2503,NA
Exp6,P113_Exp6,C1,25,F,3,7,13,52,11,3,15,1,1335.87154434645,26,High,917,661,3,3
Exp6,P113_Exp6,C1,25,F,3,7,14,53,12,4,16,1,1650.30402990578,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,3,7,14,54,10,2,14,1,6793.91529664053,26,High,370,370,210,210
Exp6,P113_Exp6,C1,25,F,3,7,14,55,9,1,13,1,1097.89177356424,26,High,87,17,370,370
Exp6,P113_Exp6,C1,25,F,3,7,14,56,11,3,15,1,815.945390530032,26,High,874,463,190,190
Exp6,P113_Exp6,C1,25,F,3,8,15,57,12,4,16,1,1745.59802609929,26,High,234,157,3,3
Exp6,P113_Exp6,C1,25,F,3,8,15,58,9,1,13,1,2197.58140467138,26,High,433,433,7,7
Exp6,P113_Exp6,C1,25,F,3,8,15,59,10,2,14,1,614.395779803999,26,High,1219,0,1110,NA
Exp6,P113_Exp6,C1,25,F,3,8,15,60,11,3,15,1,607.82224996592,26,High,926,543,163,163
Exp6,P113_Exp6,C1,25,F,3,8,16,61,12,4,16,1,1329.43475552065,26,High,284,284,353,353
Exp6,P113_Exp6,C1,25,F,3,8,16,62,9,1,13,1,1974.08320132126,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,3,8,16,63,10,2,14,1,2655.81653401068,26,High,343,343,217,217
Exp6,P113_Exp6,C1,25,F,3,8,16,64,11,3,15,1,375.882628518411,26,High,637,146,430,430
Exp6,P113_Exp6,C1,25,F,3,9,17,65,12,4,16,1,1167.86362846051,26,High,896,200,253,253
Exp6,P113_Exp6,C1,25,F,3,9,17,66,10,2,14,1,1305.56635531184,26,High,966,443,203,203
Exp6,P113_Exp6,C1,25,F,3,9,17,67,11,3,15,2,4903.05484854071,26,High,0,0,NA,NA
Exp6,P113_Exp6,C1,25,F,3,9,17,68,9,1,13,1,1019.73356934468,26,High,795,386,440,440
Exp6,P113_Exp6,C1,25,F,3,9,18,69,11,3,15,1,3676.42790216951,26,High,553,230,247,247
Exp6,P113_Exp6,C1,25,F,3,9,18,70,9,1,13,1,1435.715122288,26,High,244,0,2436,NA
Exp6,P113_Exp6,C1,25,F,3,9,18,71,12,4,16,1,1097.74718428207,26,High,490,20,793,793
Exp6,P113_Exp6,C1,25,F,3,9,18,72,10,2,14,1,1223.76383710343,26,High,413,250,213,213
Exp6,P114_Exp6,C1,19,M,1,1,1,1,4,4,8,4,7710.35476595239,28,High,2037,691,243,243
Exp6,P114_Exp6,C1,19,M,1,1,1,2,2,2,6,1,1961.37504105241,28,High,873,322,254,254
Exp6,P114_Exp6,C1,19,M,1,1,1,3,1,1,5,2,5258.98717471932,28,High,323,323,277,277
Exp6,P114_Exp6,C1,19,M,1,1,1,4,3,3,7,3,7002.2497367811,28,High,899,666,264,264
Exp6,P114_Exp6,C1,19,M,1,1,2,5,4,4,8,1,2503.66514208986,28,High,0,0,NA,NA
Exp6,P114_Exp6,C1,19,M,1,1,2,6,3,3,7,1,1556.00012315745,28,High,356,356,287,287
Exp6,P114_Exp6,C1,19,M,1,1,2,7,2,2,6,1,2735.58333172332,28,High,234,234,257,257
Exp6,P114_Exp6,C1,19,M,1,1,2,8,1,1,5,1,1947.58834737172,28,High,274,274,234,234
Exp6,P114_Exp6,C1,19,M,1,2,3,9,4,4,8,1,1074.09280035927,28,High,119,119,500,500
Exp6,P114_Exp6,C1,19,M,1,2,3,10,1,1,5,1,1248.01257655099,28,High,227,227,234,234
Exp6,P114_Exp6,C1,19,M,1,2,3,11,3,3,7,2,5222.6985853797,28,High,270,270,520,520
Exp6,P114_Exp6,C1,19,M,1,2,3,12,2,2,6,1,1160.02471601337,28,High,217,217,313,313
Exp6,P114_Exp6,C1,19,M,1,2,4,13,1,1,5,1,1763.37375393632,28,High,203,203,343,343
Exp6,P114_Exp6,C1,19,M,1,2,4,14,2,2,6,1,1047.87444699878,28,High,0,0,NA,NA
Exp6,P114_Exp6,C1,19,M,1,2,4,15,3,3,7,1,2711.49216138951,28,High,353,353,227,227
Exp6,P114_Exp6,C1,19,M,1,2,4,16,4,4,8,1,875.815616366936,28,High,775,321,563,563
Exp6,P114_Exp6,C1,19,M,1,3,5,17,2,2,6,1,1092.27814751853,28,High,383,0,2313,NA
Exp6,P114_Exp6,C1,19,M,1,3,5,18,3,3,7,1,1113.69849120024,28,High,372,372,190,190
Exp6,P114_Exp6,C1,19,M,1,3,5,19,1,1,5,1,1159.28818605948,28,High,303,303,206,206
Exp6,P114_Exp6,C1,19,M,1,3,5,20,4,4,8,1,841.806043892348,28,High,0,0,NA,NA
Exp6,P114_Exp6,C1,19,M,1,3,6,21,3,3,7,1,1537.95544114519,28,High,420,420,966,966
Exp6,P114_Exp6,C1,19,M,1,3,6,22,2,2,6,1,1142.09383391608,28,High,377,377,740,740
Exp6,P114_Exp6,C1,19,M,1,3,6,23,4,4,8,1,1186.31702422567,28,High,466,466,294,294
Exp6,P114_Exp6,C1,19,M,1,3,6,24,1,1,5,2,2635.60633319162,28,High,451,451,427,427
Exp6,P114_Exp6,C1,19,M,2,4,7,25,6,2,10,1,1268.15002994408,28,High,1674,611,380,380
Exp6,P114_Exp6,C1,19,M,2,4,7,26,7,3,11,1,1219.93871104837,28,High,1985,1712,113,113
Exp6,P114_Exp6,C1,19,M,2,4,7,27,8,4,12,1,1155.92158008621,28,High,886,566,280,280
Exp6,P114_Exp6,C1,19,M,2,4,7,28,5,1,9,1,975.388730850227,28,High,1204,1204,180,180
Exp6,P114_Exp6,C1,19,M,2,4,8,29,8,4,12,1,1245.37253926542,28,High,1112,1112,103,103
Exp6,P114_Exp6,C1,19,M,2,4,8,30,6,2,10,1,1502.50872969104,28,High,959,662,77,77
Exp6,P114_Exp6,C1,19,M,2,4,8,31,7,3,11,1,940.095060660951,28,High,1949,767,170,170
Exp6,P114_Exp6,C1,19,M,2,4,8,32,5,1,9,1,1143.36555551267,28,High,776,776,246,246
Exp6,P114_Exp6,C1,19,M,2,5,9,33,6,2,10,1,3305.84285590089,28,High,257,257,290,290
Exp6,P114_Exp6,C1,19,M,2,5,9,34,8,4,12,1,960.018497768715,28,High,507,507,193,193
Exp6,P114_Exp6,C1,19,M,2,5,9,35,5,1,9,1,1143.58621264205,28,High,470,470,406,406
Exp6,P114_Exp6,C1,19,M,2,5,9,36,7,3,11,1,1045.88460869741,28,High,1540,623,240,240
Exp6,P114_Exp6,C1,19,M,2,5,10,37,8,4,12,1,1275.57026737259,28,High,440,440,3,3
Exp6,P114_Exp6,C1,19,M,2,5,10,38,5,1,9,1,1410.3896605684,28,High,760,366,227,227
Exp6,P114_Exp6,C1,19,M,2,5,10,39,7,3,11,1,851.978911094648,28,High,290,290,100,100
Exp6,P114_Exp6,C1,19,M,2,5,10,40,6,2,10,1,995.565425593441,28,High,310,310,277,277
Exp6,P114_Exp6,C1,19,M,2,6,11,41,5,1,9,1,928.164784691717,28,High,304,304,206,206
Exp6,P114_Exp6,C1,19,M,2,6,11,42,8,4,12,1,1292.1485303209,28,High,237,237,193,193
Exp6,P114_Exp6,C1,19,M,2,6,11,43,6,2,10,1,931.270284759421,28,High,433,433,250,250
Exp6,P114_Exp6,C1,19,M,2,6,11,44,7,3,11,1,855.533573691673,28,High,1200,467,97,97
Exp6,P114_Exp6,C1,19,M,2,6,12,45,8,4,12,1,1095.64113121337,28,High,891,357,90,90
Exp6,P114_Exp6,C1,19,M,2,6,12,46,5,1,9,1,923.89079796385,28,High,567,567,184,184
Exp6,P114_Exp6,C1,19,M,2,6,12,47,7,3,11,1,1193.78736983936,28,High,680,680,236,236
Exp6,P114_Exp6,C1,19,M,2,6,12,48,6,2,10,1,1227.9635671232,28,High,423,423,253,253
Exp6,P114_Exp6,C1,19,M,3,7,13,49,11,3,15,1,1865.53468452371,28,High,1167,426,240,240
Exp6,P114_Exp6,C1,19,M,3,7,13,50,10,2,14,1,1205.55977483923,28,High,905,905,83,83
Exp6,P114_Exp6,C1,19,M,3,7,13,51,12,4,16,1,1016.0992166218,28,High,1073,823,220,220
Exp6,P114_Exp6,C1,19,M,3,7,13,52,9,1,13,1,871.999847864345,28,High,1187,647,207,207
Exp6,P114_Exp6,C1,19,M,3,7,14,53,11,3,15,1,971.956018294804,28,High,867,867,226,226
Exp6,P114_Exp6,C1,19,M,3,7,14,54,12,4,16,1,869.89409665216,28,High,590,206,240,240
Exp6,P114_Exp6,C1,19,M,3,7,14,55,10,2,14,1,1205.84351998536,28,High,673,597,390,390
Exp6,P114_Exp6,C1,19,M,3,7,14,56,9,1,13,1,1029.29215849144,28,High,604,604,249,249
Exp6,P114_Exp6,C1,19,M,3,8,15,57,10,2,14,1,1407.3937344242,28,High,523,523,867,867
Exp6,P114_Exp6,C1,19,M,3,8,15,58,9,1,13,1,1151.88092846256,28,High,806,553,300,300
Exp6,P114_Exp6,C1,19,M,3,8,15,59,12,4,16,1,1043.46402111537,28,High,1288,1288,160,160
Exp6,P114_Exp6,C1,19,M,3,8,15,60,11,3,15,1,747.683552923945,28,High,1650,640,213,213
Exp6,P114_Exp6,C1,19,M,3,8,16,61,12,4,16,1,989.42596545794,28,High,861,861,63,63
Exp6,P114_Exp6,C1,19,M,3,8,16,62,11,3,15,1,877.717312559298,28,High,327,327,176,176
Exp6,P114_Exp6,C1,19,M,3,8,16,63,10,2,14,1,1068.54679017829,28,High,473,0,1007,NA
Exp6,P114_Exp6,C1,19,M,3,8,16,64,9,1,13,1,499.41741688076,28,High,296,296,407,407
Exp6,P114_Exp6,C1,19,M,3,9,17,65,12,4,16,1,1095.89770927118,28,High,263,263,187,187
Exp6,P114_Exp6,C1,19,M,3,9,17,66,11,3,15,1,1062.12086818778,28,High,723,453,373,373
Exp6,P114_Exp6,C1,19,M,3,9,17,67,10,2,14,1,1173.65776471593,28,High,520,520,194,194
Exp6,P114_Exp6,C1,19,M,3,9,17,68,9,1,13,1,423.445861426217,28,High,556,556,503,503
Exp6,P114_Exp6,C1,19,M,3,9,18,69,10,2,14,1,855.270656646553,28,High,423,423,463,463
Exp6,P114_Exp6,C1,19,M,3,9,18,70,9,1,13,1,1085.92648223635,28,High,564,564,37,37
Exp6,P114_Exp6,C1,19,M,3,9,18,71,12,4,16,1,1076.04460473681,28,High,304,304,104,104
Exp6,P114_Exp6,C1,19,M,3,9,18,72,11,3,15,1,698.016379943283,28,High,1294,580,200,200
Exp6,P115_Exp6,C1,20,F,1,1,1,1,1,1,5,1,4188.20332573478,27,High,1120,1120,230,230
Exp6,P115_Exp6,C1,20,F,1,1,1,2,3,3,7,3,4364.88961710074,27,High,1163,397,240,240
Exp6,P115_Exp6,C1,20,F,1,1,1,3,2,2,6,2,5207.30329820526,27,High,1153,340,270,270
Exp6,P115_Exp6,C1,20,F,1,1,1,4,4,4,8,1,2424.41089677959,27,High,1276,310,287,287
Exp6,P115_Exp6,C1,20,F,1,1,2,5,2,2,6,3,11917.3839784207,27,High,450,217,246,246
Exp6,P115_Exp6,C1,20,F,1,1,2,6,3,3,7,1,1919.41154878941,27,High,197,197,297,297
Exp6,P115_Exp6,C1,20,F,1,1,2,7,1,1,5,1,1338.57678264394,27,High,400,230,273,273
Exp6,P115_Exp6,C1,20,F,1,1,2,8,4,4,8,1,1423.80476885046,27,High,1038,466,274,274
Exp6,P115_Exp6,C1,20,F,1,2,3,9,3,3,7,2,5518.38698732672,27,High,193,193,264,264
Exp6,P115_Exp6,C1,20,F,1,2,3,10,4,4,8,1,1233.76524979221,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,2,3,11,2,2,6,2,4602.18870138942,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,2,3,12,1,1,5,1,890.339141858021,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,2,4,13,4,4,8,1,1587.52632188998,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,2,4,14,2,2,6,2,8159.05575652505,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,2,4,15,1,1,5,1,1447.73686078861,27,High,156,156,300,300
Exp6,P115_Exp6,C1,20,F,1,2,4,16,3,3,7,2,3600.08385574656,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,3,5,17,2,2,6,1,2570.31204721488,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,3,5,18,1,1,5,1,1510.09649749813,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,1,3,5,19,4,4,8,1,1113.67585196012,27,High,400,400,339,339
Exp6,P115_Exp6,C1,20,F,1,3,5,20,3,3,7,1,776.307702896247,27,High,636,636,327,327
Exp6,P115_Exp6,C1,20,F,1,3,6,21,1,1,5,1,1721.12802581023,27,High,156,156,340,340
Exp6,P115_Exp6,C1,20,F,1,3,6,22,4,4,8,1,1227.97865995017,27,High,780,780,284,284
Exp6,P115_Exp6,C1,20,F,1,3,6,23,3,3,7,1,1717.94193004644,27,High,696,0,1443,NA
Exp6,P115_Exp6,C1,20,F,1,3,6,24,2,2,6,1,994.852440449904,27,High,424,424,243,243
Exp6,P115_Exp6,C1,20,F,2,4,7,25,6,2,10,1,3742.05302291239,27,High,596,170,253,253
Exp6,P115_Exp6,C1,20,F,2,4,7,26,5,1,9,3,8928.65499971003,27,High,573,420,603,603
Exp6,P115_Exp6,C1,20,F,2,4,7,27,7,3,11,1,4306.81845623349,27,High,140,140,306,306
Exp6,P115_Exp6,C1,20,F,2,4,7,28,8,4,12,1,1513.01605393837,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,4,8,29,5,1,9,1,2713.69118627217,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,4,8,30,7,3,11,1,1616.1770352378,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,4,8,31,8,4,12,1,3777.18218128757,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,4,8,32,6,2,10,1,1321.78208855748,27,High,236,0,1803,NA
Exp6,P115_Exp6,C1,20,F,2,5,9,33,8,4,12,1,1411.87600216381,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,5,9,34,5,1,9,1,1733.48573063777,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,5,9,35,7,3,11,1,1096.65053947811,27,High,396,396,420,420
Exp6,P115_Exp6,C1,20,F,2,5,9,36,6,2,10,1,879.984255162981,27,High,743,553,400,400
Exp6,P115_Exp6,C1,20,F,2,5,10,37,8,4,12,1,1420.75903637715,27,High,826,826,587,587
Exp6,P115_Exp6,C1,20,F,2,5,10,38,6,2,10,1,4861.81762310889,27,High,297,297,303,303
Exp6,P115_Exp6,C1,20,F,2,5,10,39,5,1,9,1,1516.00896151695,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,2,5,10,40,7,3,11,1,1353.90475581016,27,High,890,890,343,343
Exp6,P115_Exp6,C1,20,F,2,6,11,41,6,2,10,1,1403.77749309346,27,High,1257,654,230,230
Exp6,P115_Exp6,C1,20,F,2,6,11,42,7,3,11,1,1700.32437503642,27,High,1050,610,196,196
Exp6,P115_Exp6,C1,20,F,2,6,11,43,8,4,12,1,1857.87296186436,27,High,1421,1280,133,133
Exp6,P115_Exp6,C1,20,F,2,6,11,44,5,1,9,1,1402.36540820661,27,High,1507,567,226,226
Exp6,P115_Exp6,C1,20,F,2,6,12,45,7,3,11,1,2140.50697409357,27,High,346,346,253,253
Exp6,P115_Exp6,C1,20,F,2,6,12,46,5,1,9,1,1449.68292989188,27,High,137,0,2569,NA
Exp6,P115_Exp6,C1,20,F,2,6,12,47,8,4,12,1,1624.28912785208,27,High,1056,600,456,456
Exp6,P115_Exp6,C1,20,F,2,6,12,48,6,2,10,1,1256.16209937562,27,High,480,480,183,183
Exp6,P115_Exp6,C1,20,F,3,7,13,49,12,4,16,1,1991.36961970908,27,High,477,477,277,277
Exp6,P115_Exp6,C1,20,F,3,7,13,50,10,2,14,1,1857.54363638125,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,7,13,51,9,1,13,1,1938.10492050306,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,7,13,52,11,3,15,1,3981.43401174593,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,7,14,53,10,2,14,2,5917.58592044516,27,High,273,273,297,297
Exp6,P115_Exp6,C1,20,F,3,7,14,54,9,1,13,1,1305.94669455013,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,7,14,55,11,3,15,1,1213.63624838204,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,7,14,56,12,4,16,1,408.103701002347,27,High,994,200,863,863
Exp6,P115_Exp6,C1,20,F,3,8,15,57,9,1,13,1,1806.03785522499,27,High,0,0,NA,NA
Exp6,P115_Exp6,C1,20,F,3,8,15,58,11,3,15,1,1287.58204460746,27,High,747,747,370,370
Exp6,P115_Exp6,C1,20,F,3,8,15,59,10,2,14,1,2909.92148107716,27,High,1450,197,516,516
Exp6,P115_Exp6,C1,20,F,3,8,15,60,12,4,16,1,1362.29878243148,27,High,2533,1463,34,34
Exp6,P115_Exp6,C1,20,F,3,8,16,61,10,2,14,1,1485.10066311883,27,High,466,163,943,943
Exp6,P115_Exp6,C1,20,F,3,8,16,62,9,1,13,1,1258.29230096815,27,High,2319,2319,250,250
Exp6,P115_Exp6,C1,20,F,3,8,16,63,12,4,16,1,1609.93856615733,27,High,967,377,180,180
Exp6,P115_Exp6,C1,20,F,3,8,16,64,11,3,15,1,1059.49109402445,27,High,1270,404,216,216
Exp6,P115_Exp6,C1,20,F,3,9,17,65,10,2,14,1,3437.06834514978,27,High,947,644,330,330
Exp6,P115_Exp6,C1,20,F,3,9,17,66,11,3,15,1,1492.08200113981,27,High,1250,1250,250,250
Exp6,P115_Exp6,C1,20,F,3,9,17,67,12,4,16,1,1266.25406902622,27,High,577,577,280,280
Exp6,P115_Exp6,C1,20,F,3,9,17,68,9,1,13,1,1601.28645219538,27,High,1846,583,260,260
Exp6,P115_Exp6,C1,20,F,3,9,18,69,12,4,16,1,1432.02583167522,27,High,453,0,1580,NA
Exp6,P115_Exp6,C1,20,F,3,9,18,70,9,1,13,1,1297.23119071559,27,High,923,923,243,243
Exp6,P115_Exp6,C1,20,F,3,9,18,71,10,2,14,1,1167.49596719683,27,High,577,577,206,206
Exp6,P115_Exp6,C1,20,F,3,9,18,72,11,3,15,1,1217.49669165274,27,High,390,390,313,313
Exp6,P117_Exp6,C1,19,M,1,1,1,1,4,4,8,1,5396.20299551279,25,High,222,176,317,317
Exp6,P117_Exp6,C1,19,M,1,1,1,2,2,2,6,4,12794.3701774511,25,High,660,0,2037,NA
Exp6,P117_Exp6,C1,19,M,1,1,1,3,3,3,7,2,7009.98846300899,25,High,1207,790,323,323
Exp6,P117_Exp6,C1,19,M,1,1,1,4,1,1,5,3,6704.59837564522,25,High,701,684,303,303
Exp6,P117_Exp6,C1,19,M,1,1,2,5,2,2,6,1,1402.37839521797,25,High,917,354,633,633
Exp6,P117_Exp6,C1,19,M,1,1,2,6,3,3,7,1,3489.81019807252,25,High,487,487,306,306
Exp6,P117_Exp6,C1,19,M,1,1,2,7,1,1,5,3,4751.60905113444,25,High,1013,190,310,310
Exp6,P117_Exp6,C1,19,M,1,1,2,8,4,4,8,3,7994.69727018368,25,High,787,337,290,290
Exp6,P117_Exp6,C1,19,M,1,2,3,9,3,3,7,2,5072.20218895054,25,High,197,140,870,870
Exp6,P117_Exp6,C1,19,M,1,2,3,10,2,2,6,1,1653.57722207955,25,High,0,0,NA,NA
Exp6,P117_Exp6,C1,19,M,1,2,3,11,4,4,8,1,3019.96968143794,25,High,310,310,270,270
Exp6,P117_Exp6,C1,19,M,1,2,3,12,1,1,5,1,1796.37179419842,25,High,559,139,313,313
Exp6,P117_Exp6,C1,19,M,1,2,4,13,3,3,7,3,4558.45409140602,25,High,0,0,NA,NA
Exp6,P117_Exp6,C1,19,M,1,2,4,14,2,2,6,1,1234.24953106587,25,High,444,0,1666,NA
Exp6,P117_Exp6,C1,19,M,1,2,4,15,1,1,5,2,5249.53408302645,25,High,0,0,NA,NA
Exp6,P117_Exp6,C1,19,M,1,2,4,16,4,4,8,1,4567.35194344947,25,High,739,363,640,640
Exp6,P117_Exp6,C1,19,M,1,3,5,17,3,3,7,1,2372.30282822384,25,High,523,0,1057,NA
Exp6,P117_Exp6,C1,19,M,1,3,5,18,1,1,5,1,2823.85259455623,25,High,133,0,2553,NA
Exp6,P117_Exp6,C1,19,M,1,3,5,19,2,2,6,1,2926.39266462356,25,High,0,0,NA,NA
Exp6,P117_Exp6,C1,19,M,1,3,5,20,4,4,8,1,7076.05449372204,25,High,302,302,317,317
Exp6,P117_Exp6,C1,19,M,1,3,6,21,3,3,7,1,1365.90495957898,25,High,0,0,NA,NA
