Experiment,subj,condition,age,sex,phase,epoch,block,trial,cue,resp,out,numResp,RT,ICU,ICU_Exp_medSplit,AOI_out_p2,AOI_out_p2_1s,tOutFix,tOutFix_1s
Exp3,P112_Exp3,NA,18,F,3,9,17,67,9,1,13,1,981.197316166799,17,Low,577,NA,3,NA
Exp3,P112_Exp3,NA,18,F,3,9,17,68,12,4,16,1,829.457929972705,17,Low,206,NA,187,NA
Exp3,P112_Exp3,NA,18,F,3,9,18,69,11,3,15,1,1610.21087552945,17,Low,110,NA,237,NA
Exp3,P112_Exp3,NA,18,F,3,9,18,70,9,1,13,1,940.241530410276,17,Low,406,NA,37,NA
Exp3,P112_Exp3,NA,18,F,3,9,18,71,12,4,16,1,934.366539720941,17,Low,240,NA,86,NA
Exp3,P112_Exp3,NA,18,F,3,9,18,72,10,2,14,1,808.613396668079,17,Low,387,NA,260,NA
Exp3,P113_Exp3,NA,18,F,1,1,1,1,3,3,7,1,3353.49998732272,11,Low,544,NA,250,NA
Exp3,P113_Exp3,NA,18,F,1,1,1,2,4,4,8,3,4624.81330060473,11,Low,380,NA,250,NA
Exp3,P113_Exp3,NA,18,F,1,1,1,3,2,2,6,3,5023.87820377407,11,Low,546,NA,246,NA
Exp3,P113_Exp3,NA,18,F,1,1,1,4,1,1,5,2,3471.81337184156,11,Low,343,NA,214,NA
Exp3,P113_Exp3,NA,18,F,1,1,2,5,2,2,6,3,5933.96546498843,11,Low,594,NA,229,NA
Exp3,P113_Exp3,NA,18,F,1,1,2,6,1,1,5,1,1864.3502861014,11,Low,190,NA,224,NA
Exp3,P113_Exp3,NA,18,F,1,1,2,7,4,4,8,1,2742.72702465169,11,Low,177,NA,216,NA
Exp3,P113_Exp3,NA,18,F,1,1,2,8,3,3,7,1,1617.61941214718,11,Low,147,NA,263,NA
Exp3,P113_Exp3,NA,18,F,1,2,3,9,2,2,6,1,3089.36426214495,11,Low,170,NA,233,NA
Exp3,P113_Exp3,NA,18,F,1,2,3,10,3,3,7,2,3495.2300341829,11,Low,64,NA,266,NA
Exp3,P113_Exp3,NA,18,F,1,2,3,11,4,4,8,1,1876.70625438477,11,Low,543,NA,270,NA
Exp3,P113_Exp3,NA,18,F,1,2,3,12,1,1,5,1,1745.40360274113,11,Low,176,NA,240,NA
Exp3,P113_Exp3,NA,18,F,1,2,4,13,3,3,7,1,3227.90125126267,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,2,4,14,4,4,8,1,1699.40280342053,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,2,4,15,2,2,6,2,2895.83894286625,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,2,4,16,1,1,5,1,1213.33869836235,11,Low,273,NA,227,NA
Exp3,P113_Exp3,NA,18,F,1,3,5,17,4,4,8,1,1825.05164796385,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,5,18,3,3,7,1,1328.71258616433,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,5,19,1,1,5,3,4996.64454246158,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,5,20,2,2,6,3,4891.98240045152,11,Low,377,NA,300,NA
Exp3,P113_Exp3,NA,18,F,1,3,6,21,3,3,7,1,2052.98731108269,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,6,22,4,4,8,1,1123.21918660018,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,6,23,1,1,5,1,1024.02279392845,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,1,3,6,24,2,2,6,1,2126.88374709978,11,Low,166,NA,251,NA
Exp3,P113_Exp3,NA,18,F,2,4,7,25,5,1,9,1,3349.56918774697,11,Low,527,NA,250,NA
Exp3,P113_Exp3,NA,18,F,2,4,7,26,7,3,11,1,1399.66922360691,11,Low,577,NA,247,NA
Exp3,P113_Exp3,NA,18,F,2,4,7,27,6,2,10,1,1281.06514948377,11,Low,247,NA,234,NA
Exp3,P113_Exp3,NA,18,F,2,4,7,28,8,4,12,1,868.813261964533,11,Low,490,NA,224,NA
Exp3,P113_Exp3,NA,18,F,2,4,8,29,7,3,11,1,1626.81160295324,11,Low,203,NA,210,NA
Exp3,P113_Exp3,NA,18,F,2,4,8,30,8,4,12,1,1586.55848868148,11,Low,163,NA,217,NA
Exp3,P113_Exp3,NA,18,F,2,4,8,31,5,1,9,1,2643.67371284607,11,Low,227,NA,214,NA
Exp3,P113_Exp3,NA,18,F,2,4,8,32,6,2,10,1,570.484832827788,11,Low,159,NA,440,NA
Exp3,P113_Exp3,NA,18,F,2,5,9,33,5,1,9,2,3821.89511508841,11,Low,173,NA,224,NA
Exp3,P113_Exp3,NA,18,F,2,5,9,34,7,3,11,1,998.245599206712,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,5,9,35,6,2,10,1,782.675563841622,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,5,9,36,8,4,12,1,1318.87472032759,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,5,10,37,7,3,11,1,1051.14778623101,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,5,10,38,8,4,12,1,1064.53520453215,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,5,10,39,5,1,9,2,2087.36475236219,11,Low,180,NA,370,NA
Exp3,P113_Exp3,NA,18,F,2,5,10,40,6,2,10,1,396.927745976427,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,11,41,5,1,9,1,888.702709358768,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,11,42,6,2,10,1,653.814946337661,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,11,43,8,4,12,1,948.342374995264,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,11,44,7,3,11,1,533.733275537088,11,Low,377,NA,333,NA
Exp3,P113_Exp3,NA,18,F,2,6,12,45,8,4,12,1,1211.04457481852,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,12,46,7,3,11,1,723.483252295409,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,12,47,6,2,10,1,655.265375760791,11,Low,0,NA,NA,NA
Exp3,P113_Exp3,NA,18,F,2,6,12,48,5,1,9,1,606.775452393777,11,Low,463,NA,260,NA
Exp3,P113_Exp3,NA,18,F,3,7,13,49,12,4,16,1,1407.42124817189,11,Low,326,NA,194,NA
Exp3,P113_Exp3,NA,18,F,3,7,13,50,9,1,13,1,894.797531524091,11,Low,133,NA,213,NA
Exp3,P113_Exp3,NA,18,F,3,7,13,51,11,3,15,1,1140.94400768954,11,Low,217,NA,206,NA
Exp3,P113_Exp3,NA,18,F,3,7,13,52,10,2,14,1,679.01257300764,11,Low,629,NA,170,NA
Exp3,P113_Exp3,NA,18,F,3,7,14,53,9,1,13,1,1310.81842253843,11,Low,761,NA,27,NA
Exp3,P113_Exp3,NA,18,F,3,7,14,54,12,4,16,1,1241.21894028576,11,Low,473,NA,3,NA
Exp3,P113_Exp3,NA,18,F,3,7,14,55,10,2,14,2,1832.3590351647,11,Low,334,NA,230,NA
Exp3,P113_Exp3,NA,18,F,3,7,14,56,11,3,15,1,648.044320052577,11,Low,657,NA,174,NA
Exp3,P113_Exp3,NA,18,F,3,8,15,57,9,1,13,1,1023.35266836599,11,Low,360,NA,383,NA
Exp3,P113_Exp3,NA,18,F,3,8,15,58,11,3,15,1,1246.16609695659,11,Low,590,NA,4,NA
Exp3,P113_Exp3,NA,18,F,3,8,15,59,10,2,14,1,1366.32926951279,11,Low,297,NA,213,NA
Exp3,P113_Exp3,NA,18,F,3,8,15,60,12,4,16,1,942.972616616316,11,Low,570,NA,30,NA
Exp3,P113_Exp3,NA,18,F,3,8,16,61,10,2,14,1,4341.12107780311,11,Low,304,NA,220,NA
Exp3,P113_Exp3,NA,18,F,3,8,16,62,11,3,15,1,536.71201383986,11,Low,386,NA,213,NA
Exp3,P113_Exp3,NA,18,F,3,8,16,63,12,4,16,1,842.890873373108,11,Low,411,NA,197,NA
Exp3,P113_Exp3,NA,18,F,3,8,16,64,9,1,13,1,747.034241605434,11,Low,259,NA,97,NA
Exp3,P113_Exp3,NA,18,F,3,9,17,65,12,4,16,1,1919.06543444202,11,Low,601,NA,176,NA
Exp3,P113_Exp3,NA,18,F,3,9,17,66,11,3,15,1,1473.77333818076,11,Low,486,NA,203,NA
Exp3,P113_Exp3,NA,18,F,3,9,17,67,9,1,13,1,1087.47553437934,11,Low,414,NA,3,NA
Exp3,P113_Exp3,NA,18,F,3,9,17,68,10,2,14,1,676.564501700341,11,Low,517,NA,36,NA
Exp3,P113_Exp3,NA,18,F,3,9,18,69,11,3,15,1,1348.22139016615,11,Low,500,NA,24,NA
Exp3,P113_Exp3,NA,18,F,3,9,18,70,10,2,14,1,1807.69750894251,11,Low,564,NA,214,NA
Exp3,P113_Exp3,NA,18,F,3,9,18,71,12,4,16,1,1054.961766622,11,Low,347,NA,40,NA
Exp3,P113_Exp3,NA,18,F,3,9,18,72,9,1,13,1,741.414846357657,11,Low,650,NA,137,NA
Exp3,P114_Exp3,NA,20,M,1,1,1,1,1,1,5,4,16811.7726997079,23,High,613,NA,170,NA
Exp3,P114_Exp3,NA,20,M,1,1,1,2,4,4,8,4,11152.4037754789,23,High,550,NA,4,NA
Exp3,P114_Exp3,NA,20,M,1,1,1,3,2,2,6,1,3577.5077116341,23,High,417,NA,166,NA
Exp3,P114_Exp3,NA,20,M,1,1,1,4,3,3,7,2,3875.181527932,23,High,200,NA,283,NA
Exp3,P114_Exp3,NA,20,M,1,1,2,5,4,4,8,4,6578.2363891376,23,High,146,NA,377,NA
Exp3,P114_Exp3,NA,20,M,1,1,2,6,3,3,7,3,4756.57160554692,23,High,609,NA,184,NA
Exp3,P114_Exp3,NA,20,M,1,1,2,7,1,1,5,4,9254.6090965152,23,High,367,NA,3,NA
Exp3,P114_Exp3,NA,20,M,1,1,2,8,2,2,6,3,4100.93421044076,23,High,300,NA,216,NA
Exp3,P114_Exp3,NA,20,M,1,2,3,9,1,1,5,1,3440.68839799729,23,High,620,NA,213,NA
Exp3,P114_Exp3,NA,20,M,1,2,3,10,2,2,6,3,3959.66797178698,23,High,316,NA,220,NA
Exp3,P114_Exp3,NA,20,M,1,2,3,11,3,3,7,2,1826.53128679885,23,High,210,NA,153,NA
Exp3,P114_Exp3,NA,20,M,1,2,3,12,4,4,8,3,3003.00768129819,23,High,156,NA,244,NA
Exp3,P114_Exp3,NA,20,M,1,2,4,13,1,1,5,1,1499.70584248877,23,High,226,NA,237,NA
Exp3,P114_Exp3,NA,20,M,1,2,4,14,2,2,6,3,3697.27343608247,23,High,153,NA,210,NA
Exp3,P114_Exp3,NA,20,M,1,2,4,15,4,4,8,1,2237.85434358433,23,High,190,NA,194,NA
Exp3,P114_Exp3,NA,20,M,1,2,4,16,3,3,7,1,900.865146064461,23,High,237,NA,200,NA
Exp3,P114_Exp3,NA,20,M,1,3,5,17,2,2,6,1,2405.00493381842,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,1,3,5,18,1,1,5,1,1334.3527976358,23,High,196,NA,210,NA
Exp3,P114_Exp3,NA,20,M,1,3,5,19,4,4,8,1,2448.53118959873,23,High,250,NA,176,NA
Exp3,P114_Exp3,NA,20,M,1,3,5,20,3,3,7,1,646.828668119269,23,High,350,NA,174,NA
Exp3,P114_Exp3,NA,20,M,1,3,6,21,4,4,8,3,4672.78969081235,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,1,3,6,22,1,1,5,3,3999.01746260366,23,High,440,NA,253,NA
Exp3,P114_Exp3,NA,20,M,1,3,6,23,3,3,7,1,1982.17426621341,23,High,166,NA,227,NA
Exp3,P114_Exp3,NA,20,M,1,3,6,24,2,2,6,2,2591.30126890886,23,High,583,NA,200,NA
Exp3,P114_Exp3,NA,20,M,2,4,7,25,7,3,11,3,5669.43427277874,23,High,293,NA,243,NA
Exp3,P114_Exp3,NA,20,M,2,4,7,26,6,2,10,1,2563.41260141198,23,High,263,NA,220,NA
Exp3,P114_Exp3,NA,20,M,2,4,7,27,8,4,12,2,2693.80029467357,23,High,250,NA,197,NA
Exp3,P114_Exp3,NA,20,M,2,4,7,28,5,1,9,1,851.409556300496,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,4,8,29,8,4,12,3,3786.64932410175,23,High,157,NA,200,NA
Exp3,P114_Exp3,NA,20,M,2,4,8,30,7,3,11,1,1067.17597622264,23,High,220,NA,197,NA
Exp3,P114_Exp3,NA,20,M,2,4,8,31,5,1,9,2,1953.02052521947,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,4,8,32,6,2,10,1,652.037776526413,23,High,207,NA,213,NA
Exp3,P114_Exp3,NA,20,M,2,5,9,33,5,1,9,3,7069.69404902338,23,High,270,NA,190,NA
Exp3,P114_Exp3,NA,20,M,2,5,9,34,8,4,12,3,3051.55468809244,23,High,234,NA,166,NA
Exp3,P114_Exp3,NA,20,M,2,5,9,35,6,2,10,2,1633.56003635636,23,High,190,NA,230,NA
Exp3,P114_Exp3,NA,20,M,2,5,9,36,7,3,11,1,681.280262833752,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,5,10,37,5,1,9,1,2647.87610429994,23,High,174,NA,166,NA
Exp3,P114_Exp3,NA,20,M,2,5,10,38,6,2,10,1,3039.910940759,23,High,240,NA,147,NA
Exp3,P114_Exp3,NA,20,M,2,5,10,39,8,4,12,2,2285.89695099436,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,5,10,40,7,3,11,1,779.557245405158,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,6,11,41,5,1,9,1,1543.72351790153,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,6,11,42,8,4,12,1,2706.91316935336,23,High,213,NA,210,NA
Exp3,P114_Exp3,NA,20,M,2,6,11,43,7,3,11,1,1103.21411980112,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,6,11,44,6,2,10,1,707.689238060993,23,High,333,NA,500,NA
Exp3,P114_Exp3,NA,20,M,2,6,12,45,8,4,12,2,2875.31253292036,23,High,303,NA,183,NA
Exp3,P114_Exp3,NA,20,M,2,6,12,46,5,1,9,1,1089.49723365004,23,High,160,NA,144,NA
Exp3,P114_Exp3,NA,20,M,2,6,12,47,6,2,10,1,934.690090198274,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,2,6,12,48,7,3,11,1,329.818938429526,23,High,150,NA,357,NA
Exp3,P114_Exp3,NA,20,M,3,7,13,49,9,1,13,4,5803.41494380264,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,7,13,50,10,2,14,3,4228.16782282098,23,High,223,NA,183,NA
Exp3,P114_Exp3,NA,20,M,3,7,13,51,12,4,16,2,2203.31641839584,23,High,216,NA,304,NA
Exp3,P114_Exp3,NA,20,M,3,7,13,52,11,3,15,1,660.367761785892,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,7,14,53,9,1,13,4,3926.48899693813,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,7,14,54,10,2,14,1,1082.72874330942,23,High,213,NA,247,NA
Exp3,P114_Exp3,NA,20,M,3,7,14,55,12,4,16,1,3047.95295653093,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,7,14,56,11,3,15,1,542.866250245424,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,8,15,57,9,1,13,1,1014.90106255733,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,8,15,58,12,4,16,3,2551.79209689959,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,8,15,59,10,2,14,1,721.768349980266,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,8,15,60,11,3,15,1,414.635007731704,23,High,0,NA,NA,NA
Exp3,P114_Exp3,NA,20,M,3,8,16,61,12,4,16,1,5901.29740214979,23,High,307,NA,160,NA
Exp3,P114_Exp3,NA,20,M,3,8,16,62,9,1,13,1,1817.30479275939,23,High,393,NA,150,NA
Exp3,P114_Exp3,NA,20,M,3,8,16,63,10,2,14,1,1602.07808923587,23,High,257,NA,200,NA
Exp3,P114_Exp3,NA,20,M,3,8,16,64,11,3,15,1,625.476968325529,23,High,257,NA,196,NA
Exp3,P114_Exp3,NA,20,M,3,9,17,65,9,1,13,1,2008.59108967052,23,High,273,NA,200,NA
Exp3,P114_Exp3,NA,20,M,3,9,17,66,11,3,15,1,5425.15434591041,23,High,667,NA,166,NA
Exp3,P114_Exp3,NA,20,M,3,9,17,67,12,4,16,1,3375.54873430781,23,High,320,NA,20,NA
Exp3,P114_Exp3,NA,20,M,3,9,17,68,10,2,14,1,1098.07594727317,23,High,610,NA,167,NA
Exp3,P114_Exp3,NA,20,M,3,9,18,69,12,4,16,2,7016.7565640586,23,High,339,NA,84,NA
Exp3,P114_Exp3,NA,20,M,3,9,18,70,9,1,13,1,1144.59690459989,23,High,290,NA,70,NA
Exp3,P114_Exp3,NA,20,M,3,9,18,71,10,2,14,1,1996.81694105675,23,High,310,NA,153,NA
Exp3,P114_Exp3,NA,20,M,3,9,18,72,11,3,15,1,524.796014065942,23,High,290,NA,194,NA
Exp3,P115_Exp3,NA,18,F,1,1,1,1,1,1,5,2,3421.79116511034,31,High,450,NA,357,NA
Exp3,P115_Exp3,NA,18,F,1,1,1,2,4,4,8,3,5391.03437525409,31,High,410,NA,276,NA
Exp3,P115_Exp3,NA,18,F,1,1,1,3,2,2,6,2,2618.57817687269,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,1,1,4,3,3,7,1,1004.58873407115,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,1,2,5,4,4,8,1,3059.47776051471,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,1,2,6,2,2,6,1,1515.34326860565,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,1,2,7,1,1,5,2,1630.89801878596,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,1,2,8,3,3,7,1,1284.97549147505,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,3,9,2,2,6,1,1313.17182862767,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,3,10,4,4,8,1,2258.87256260467,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,3,11,1,1,5,1,2895.3974264623,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,3,12,3,3,7,1,1341.29519951603,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,4,13,1,1,5,2,2558.78171658333,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,4,14,3,3,7,1,1002.65181129726,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,4,15,2,2,6,1,1122.91801154061,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,2,4,16,4,4,8,1,830.99233220855206,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,5,17,1,1,5,2,5895.36546602903,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,5,18,2,2,6,1,1328.8101281978,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,5,19,3,3,7,1,1356.42394125898,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,5,20,4,4,8,1,968.230727787159,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,6,21,1,1,5,1,1135.28217593557,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,6,22,3,3,7,1,2463.91893387408,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,6,23,2,2,6,1,703.401464332273,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,1,3,6,24,4,4,8,1,364.231332016061,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,7,25,8,4,12,3,6042.32978281289,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,7,26,6,2,10,2,2205.99794789814,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,7,27,7,3,11,2,1718.46296856165,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,7,28,5,1,9,1,836.668323983758,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,8,29,8,4,12,1,1560.07279741971,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,8,30,7,3,11,1,1171.84822654235,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,8,31,6,2,10,1,1197.57969077182,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,4,8,32,5,1,9,1,677.490599562589,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,9,33,7,3,11,1,1303.71184233445,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,9,34,6,2,10,1,1029.43043193591,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,9,35,5,1,9,1,884.284543120884,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,9,36,8,4,12,1,1248.97930139923,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,10,37,6,2,10,1,890.883166230196,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,10,38,7,3,11,1,1038.82257769146,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,10,39,8,4,12,1,919.033673329977,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,5,10,40,5,1,9,1,410.338476049219,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,11,41,7,3,11,1,1902.69073668969,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,11,42,8,4,12,1,1281.67271251732,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,11,43,5,1,9,1,1167.89478143255,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,11,44,6,2,10,1,714.109716544044,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,12,45,7,3,11,1,892.867426620796,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,12,46,6,2,10,1,912.944909559883,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,12,47,5,1,9,1,966.290186850529,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,2,6,12,48,8,4,12,1,407.6902829147,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,13,49,11,3,15,1,766.220597532083,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,13,50,10,2,14,1,553.270652697393,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,13,51,12,4,16,2,1442.798515709,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,13,52,9,1,13,1,826.177764523891,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,14,53,11,3,15,1,764.811624914728,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,14,54,12,4,16,2,1181.13212894605,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,14,55,9,1,13,1,512.62271223095,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,7,14,56,10,2,14,1,412.819630699232,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,15,57,12,4,16,3,2888.12914185473,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,15,58,10,2,14,1,1040.72573095254,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,15,59,9,1,13,1,831.02278507431,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,15,60,11,3,15,1,262.689723604126,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,16,61,10,2,14,1,781.156069118879,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,16,62,12,4,16,3,2906.98609811443,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,16,63,9,1,13,1,954.910464053683,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,8,16,64,11,3,15,1,174.245861955569,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,17,65,9,1,13,1,983.104389102664,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,17,66,11,3,15,3,3589.32322579494,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,17,67,12,4,16,2,1432.11951030753,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,17,68,10,2,14,1,463.869787170552,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,18,69,9,1,13,1,989.912564098631,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,18,70,10,2,14,1,1029.94903517174,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,18,71,12,4,16,1,918.85186068248,31,High,0,NA,NA,NA
Exp3,P115_Exp3,NA,18,F,3,9,18,72,11,3,15,1,243.309942921769,31,High,0,NA,NA,NA
Exp3,P116_Exp3,NA,21,M,1,1,1,1,2,2,6,4,6997.34334456662,21,Low,316,NA,217,NA
Exp3,P116_Exp3,NA,21,M,1,1,1,2,3,3,7,2,6964.4166345679,21,Low,243,NA,203,NA
Exp3,P116_Exp3,NA,21,M,1,1,1,3,1,1,5,2,4422.10062025697,21,Low,536,NA,214,NA
Exp3,P116_Exp3,NA,21,M,1,1,1,4,4,4,8,4,3532.50018413382,21,Low,397,NA,210,NA
Exp3,P116_Exp3,NA,21,M,1,1,2,5,2,2,6,1,3689.77684215133,21,Low,206,NA,200,NA
Exp3,P116_Exp3,NA,21,M,1,1,2,6,3,3,7,3,4199.58512586891,21,Low,160,NA,203,NA
Exp3,P116_Exp3,NA,21,M,1,1,2,7,1,1,5,1,3208.32271798281,21,Low,144,NA,203,NA
Exp3,P116_Exp3,NA,21,M,1,1,2,8,4,4,8,2,4551.60178120423,21,Low,210,NA,210,NA
Exp3,P116_Exp3,NA,21,M,1,2,3,9,3,3,7,1,5205.24466827555,21,Low,180,NA,197,NA
Exp3,P116_Exp3,NA,21,M,1,2,3,10,2,2,6,1,1157.13236972078,21,Low,0,NA,NA,NA
Exp3,P116_Exp3,NA,21,M,1,2,3,11,1,1,5,1,1285.53899225153,21,Low,0,NA,NA,NA
Exp3,P116_Exp3,NA,21,M,1,2,3,12,4,4,8,1,1667.69409190965,21,Low,144,NA,214,NA
Exp3,P116_Exp3,NA,21,M,1,2,4,13,3,3,7,2,5571.25728836763,21,Low,127,NA,206,NA
Exp3,P116_Exp3,NA,21,M,1,2,4,14,4,4,8,1,1388.05733618574,21,Low,110,NA,213,NA
Exp3,P116_Exp3,NA,21,M,1,2,4,15,2,2,6,1,1053.089942925,21,Low,110,NA,227,NA
