subj,condition,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit
P101_Exp6,C1,19,F,1,1,1,1,1,5,2,5142.12034972104,710,0,3646,173,0,607,213,14,5,1543,812,0,0,0,0,21,Low
P101_Exp6,C1,19,F,1,1,2,2,2,6,1,2423.6352681649,943,160,1193,0,0,416,387,9,4,727,812,43,0,43,0,21,Low
P101_Exp6,C1,19,F,1,1,3,3,3,7,1,3072.37597545526,623,184,2201,184,0,347,216,9,3,921,812,20,0,0,0,21,Low
P101_Exp6,C1,19,F,1,1,4,4,4,8,1,1829.8925504979,593,260,1080,0,0,0,NA,6,1,549,810,7,0,0,0,21,Low
P101_Exp6,C1,19,F,1,2,5,2,2,6,1,1671.65447360128,564,280,770,0,120,303,367,6,6,502,812,0,34,0,34,21,Low
P101_Exp6,C1,19,F,1,2,6,4,4,8,1,2102.40122288855,200,0,1217,180,0,646,214,4,2,630,813,160,0,160,0,21,Low
P101_Exp6,C1,19,F,1,2,7,1,1,5,2,3603.81210886703,1303,180,1330,0,0,0,NA,11,3,1081,813,42,39,39,35,21,Low
P101_Exp6,C1,19,F,1,2,8,3,3,7,1,1747.96849323172,420,0,1022,147,0,0,NA,5,2,524,809,30,71,30,71,21,Low
P101_Exp6,C1,19,F,1,3,9,2,2,6,1,1471.90121262543,563,0,811,57,0,370,240,8,4,441,812,0,359,0,353,21,Low
P101_Exp6,C1,19,F,1,3,10,4,4,8,1,1637.66642960724,307,400,914,0,0,0,NA,4,4,491,813,40,0,36,0,21,Low
P101_Exp6,C1,19,F,1,3,11,3,3,7,1,1245.72930791123,460,0,310,27,0,726,57,5,2,374,810,6,108,0,108,21,Low
P101_Exp6,C1,19,F,1,3,12,1,1,5,1,1221.85019856244,184,0,783,163,0,680,196,3,2,366,812,52,0,52,0,21,Low
P101_Exp6,C1,19,F,1,4,13,2,2,6,1,1711.91785105827,480,0,857,107,0,303,263,7,9,514,810,39,0,39,0,21,Low
P101_Exp6,C1,19,F,1,4,14,3,3,7,1,980.288950897261,303,80,33,0,0,370,284,7,4,294,809,24,68,0,68,21,Low
P101_Exp6,C1,19,F,1,4,15,1,1,5,1,2358.18935695715,193,0,1864,409,0,287,180,6,6,708,811,0,301,0,298,21,Low
P101_Exp6,C1,19,F,1,4,16,4,4,8,1,6281.72803044663,897,137,3098,247,0,196,314,24,4,1884,810,480,213,447,195,21,Low
P101_Exp6,C1,19,F,1,5,17,1,1,5,1,2180.05821036633,497,0,1320,424,0,0,NA,5,1,654,810,85,0,82,0,21,Low
P101_Exp6,C1,19,F,1,5,18,2,2,6,1,783.788515617573,137,0,593,377,0,340,210,5,5,236,813,0,75,0,75,21,Low
P101_Exp6,C1,19,F,1,5,19,3,3,7,1,1063.95201418007,466,13,167,64,0,550,256,4,6,319,809,0,88,0,88,21,Low
P101_Exp6,C1,19,F,1,5,20,4,4,8,1,2176.47032188967,753,0,650,196,0,566,234,4,2,653,811,146,0,142,0,21,Low
P101_Exp6,C1,19,F,1,6,21,2,2,6,2,3611.20492198171,917,0,1796,0,0,390,193,7,2,1083,811,30,64,29,60,21,Low
P101_Exp6,C1,19,F,1,6,22,4,4,8,1,2884.39669984291,0,0,1905,638,0,220,277,9,5,865,813,62,0,54,0,21,Low
P101_Exp6,C1,19,F,1,6,23,3,3,7,1,1600.29636453868,343,0,774,789,0,0,NA,7,10,480,814,33,0,29,0,21,Low
P101_Exp6,C1,19,F,1,6,24,1,1,5,1,1433.71069653216,317,0,824,433,0,357,479,6,2,431,813,0,0,0,0,21,Low
P101_Exp6,C1,19,F,2,7,25,6,2,10,1,4299.62581637591,1426,0,2594,170,0,0,NA,11,2,1290,813,9,0,0,0,21,Low
P101_Exp6,C1,19,F,2,7,26,8,4,12,2,3656.0384350214,950,33,2294,146,0,150,243,9,3,1097,807,29,0,0,0,21,Low
P101_Exp6,C1,19,F,2,7,27,5,1,9,1,1765.82884872437,314,0,1153,190,0,336,220,5,4,530,813,13,0,0,0,21,Low
P101_Exp6,C1,19,F,2,7,28,7,3,11,1,1201.48894655051,390,0,650,124,0,0,NA,7,2,361,811,0,95,0,94,21,Low
P101_Exp6,C1,19,F,2,8,29,8,4,12,3,6730.97084893448,1132,291,3692,157,0,414,183,25,4,2019,802,0,53,0,53,21,Low
P101_Exp6,C1,19,F,2,8,30,5,1,9,1,1495.51861077532,300,0,889,70,0,500,213,4,3,448,810,49,48,49,48,21,Low
P101_Exp6,C1,19,F,2,8,31,6,2,10,1,1077.65366703575,186,257,754,100,0,376,254,4,4,323,811,0,0,0,0,21,Low
P101_Exp6,C1,19,F,2,8,32,7,3,11,1,1195.4904172045,216,0,616,107,0,270,157,10,6,359,810,0,345,0,345,21,Low
P101_Exp6,C1,19,F,2,9,33,5,1,9,1,1214.3710539566,0,0,993,391,0,177,173,3,6,364,810,0,145,0,145,21,Low
P101_Exp6,C1,19,F,2,9,34,8,4,12,1,3005.94208183259,336,167,2520,150,0,463,184,11,3,902,812,0,142,0,142,21,Low
P101_Exp6,C1,19,F,2,9,35,6,2,10,1,1456.12549097257,260,0,416,174,0,303,210,6,3,437,812,0,61,0,60,21,Low
P101_Exp6,C1,19,F,2,9,36,7,3,11,1,1503.53174282156,267,0,417,89,0,576,144,6,10,451,813,172,140,164,140,21,Low
P101_Exp6,C1,19,F,2,10,37,6,2,10,1,1621.70687621278,544,0,740,33,0,203,237,8,8,486,813,0,158,0,148,21,Low
P101_Exp6,C1,19,F,2,10,38,7,3,11,1,3334.57437367406,1200,0,929,130,0,340,203,16,8,1001,813,127,501,125,498,21,Low
P101_Exp6,C1,19,F,2,10,39,5,1,9,1,4904.51193729075,1122,24,2496,184,0,384,213,22,4,1471,813,116,259,110,225,21,Low
P101_Exp6,C1,19,F,2,10,40,8,4,12,1,2382.44729854875,653,0,1224,310,0,583,124,8,4,714,814,11,199,0,199,21,Low
P101_Exp6,C1,19,F,2,11,41,7,3,11,1,3320.28621002337,604,0,2312,126,0,320,166,17,3,997,812,0,245,0,239,21,Low
P101_Exp6,C1,19,F,2,11,42,8,4,12,1,1747.89333049989,0,0,880,206,0,206,194,6,5,524,810,0,74,0,74,21,Low
P101_Exp6,C1,19,F,2,11,43,5,1,9,1,3552.04581485452,773,0,2169,323,0,0,NA,12,1,1066,812,95,233,95,232,21,Low
P101_Exp6,C1,19,F,2,11,44,6,2,10,1,1074.03559272302,164,0,833,286,0,364,123,4,8,322,809,0,269,0,268,21,Low
P101_Exp6,C1,19,F,2,12,45,5,1,9,1,2164.06243396852,560,0,1044,0,0,477,123,6,3,650,807,73,163,68,140,21,Low
P101_Exp6,C1,19,F,2,12,46,7,3,11,1,2046.42641960959,813,0,853,90,0,0,NA,6,2,614,810,57,79,57,78,21,Low
P101_Exp6,C1,19,F,2,12,47,8,4,12,1,2862.51830770959,617,0,2106,77,0,730,110,11,3,859,810,0,0,0,0,21,Low
P101_Exp6,C1,19,F,2,12,48,6,2,10,1,1724.79422315553,313,0,494,0,0,96,213,7,6,517,812,133,259,133,249,21,Low
P101_Exp6,C1,19,F,3,13,49,11,3,15,2,5769.90423845359,1516,0,3498,110,0,0,NA,24,2,1731,813,0,1,0,0,21,Low
P101_Exp6,C1,19,F,3,13,50,10,2,14,1,1706.45059242725,163,0,691,117,0,280,236,10,4,512,810,67,140,67,110,21,Low
P101_Exp6,C1,19,F,3,13,51,12,4,16,1,1471.79133618204,460,180,892,90,0,471,116,7,4,442,812,0,0,0,0,21,Low
P101_Exp6,C1,19,F,3,13,52,9,1,13,1,2607.63454129005,294,0,1484,114,0,454,280,5,3,782,812,223,200,218,200,21,Low
P101_Exp6,C1,19,F,3,14,53,10,2,14,2,2994.87746361694,586,213,1720,110,0,447,130,12,3,898,805,0,0,0,0,21,Low
P101_Exp6,C1,19,F,3,14,54,11,3,15,1,1508.4155092411,440,0,736,0,0,417,156,5,5,453,811,26,91,26,91,21,Low
P101_Exp6,C1,19,F,3,14,55,9,1,13,1,2017.87937256927,443,150,1400,134,0,410,163,6,4,605,813,6,102,0,84,21,Low
P101_Exp6,C1,19,F,3,14,56,12,4,16,1,1361.50738405922,509,0,803,269,0,387,276,2,6,409,810,0,173,0,173,21,Low
P101_Exp6,C1,19,F,3,15,57,9,1,13,1,2087.77558159056,283,0,1373,173,0,466,214,5,5,626,812,74,137,74,136,21,Low
P101_Exp6,C1,19,F,3,15,58,12,4,16,1,2507.78673827551,450,0,1289,277,0,540,137,7,5,753,811,144,66,143,64,21,Low
P101_Exp6,C1,19,F,3,15,59,11,3,15,2,5945.26945688438,843,0,4109,147,0,247,183,22,10,1783,806,0,92,0,91,21,Low
P101_Exp6,C1,19,F,3,15,60,10,2,14,1,1059.61310210182,253,0,469,160,0,323,194,6,4,318,811,70,142,70,142,21,Low
P101_Exp6,C1,19,F,3,16,61,12,4,16,1,2017.67018472526,424,0,1208,60,0,480,260,6,4,605,814,74,206,74,197,21,Low
P101_Exp6,C1,19,F,3,16,62,11,3,15,1,2522.40151267267,437,0,1105,103,0,623,214,9,4,757,812,106,233,103,233,21,Low
P101_Exp6,C1,19,F,3,16,63,9,1,13,1,2286.02528607109,390,0,893,44,0,730,73,5,3,686,813,159,82,159,77,21,Low
P101_Exp6,C1,19,F,3,16,64,10,2,14,1,3188.08371860518,906,143,1430,0,0,323,167,11,5,957,810,0,360,0,358,21,Low
P101_Exp6,C1,19,F,3,17,65,12,4,16,1,1913.71680614532,533,234,1057,306,0,0,NA,5,8,574,810,3,237,0,235,21,Low
P101_Exp6,C1,19,F,3,17,66,9,1,13,1,3014.12153783554,453,0,2450,567,0,307,313,6,5,905,809,0,187,0,179,21,Low
P101_Exp6,C1,19,F,3,17,67,11,3,15,1,4406.48367610356,1374,0,1034,237,0,287,183,19,9,1322,812,63,0,57,0,21,Low
P101_Exp6,C1,19,F,3,17,68,10,2,14,1,1416.44470015194,346,0,190,247,0,447,116,3,7,425,813,198,269,198,264,21,Low
P101_Exp6,C1,19,F,3,18,69,11,3,15,1,4242.16647367859,1081,150,2244,297,0,250,167,27,6,1273,811,49,0,49,0,21,Low
P101_Exp6,C1,19,F,3,18,70,10,2,14,1,1857.77369799428,210,0,830,27,0,0,NA,5,4,557,812,73,150,65,145,21,Low
P101_Exp6,C1,19,F,3,18,71,9,1,13,1,2736.25306839017,187,0,2202,297,0,207,220,10,19,821,813,0,93,0,77,21,Low
P101_Exp6,C1,19,F,3,18,72,12,4,16,1,1828.15746863992,344,0,1034,74,0,43,400,6,9,548,808,2,256,0,253,21,Low
P102_Exp6,C1,22,F,1,1,1,3,3,7,2,6228.37939490637,1707,0,3033,366,0,187,207,27,7,1868,806,107,20,90,0,21,Low
P102_Exp6,C1,22,F,1,1,2,2,2,6,1,2995.82348772128,337,260,2186,27,0,264,193,10,6,898,811,26,42,26,31,21,Low
P102_Exp6,C1,22,F,1,1,3,4,4,8,1,2309.62547829404,670,184,1070,256,0,34,283,10,7,693,811,7,73,0,46,21,Low
P102_Exp6,C1,22,F,1,1,4,1,1,5,2,3441.10079292295,570,0,2323,297,0,260,217,10,4,1032,811,31,84,27,60,21,Low
P102_Exp6,C1,22,F,1,2,5,2,2,6,1,1318.06634363966,304,164,750,94,0,190,290,6,5,396,813,0,192,0,179,21,Low
P102_Exp6,C1,22,F,1,2,6,4,4,8,1,1721.85895245457,369,0,977,193,0,660,236,7,3,516,812,0,24,0,0,21,Low
P102_Exp6,C1,22,F,1,2,7,1,1,5,1,1429.51305416682,230,157,0,0,0,493,206,5,5,429,810,16,114,0,102,21,Low
P102_Exp6,C1,22,F,1,2,8,3,3,7,1,1094.34884925577,353,94,466,103,0,547,147,4,4,328,810,0,125,0,118,21,Low
P102_Exp6,C1,22,F,1,3,9,4,4,8,1,2949.8601188352,1203,0,1129,0,0,427,53,10,4,885,814,71,153,66,146,21,Low
P102_Exp6,C1,22,F,1,3,10,2,2,6,1,1114.05567234215,256,0,549,30,0,0,NA,6,2,334,809,0,285,0,270,21,Low
P102_Exp6,C1,22,F,1,3,11,3,3,7,1,1055.50873396896,260,0,543,223,0,197,286,3,4,317,812,12,649,0,649,21,Low
P102_Exp6,C1,22,F,1,3,12,1,1,5,1,1070.0124244886,197,NA,63,NA,0,NA,NA,2,NA,321,812,216,449,190,379,21,Low
P102_Exp6,C1,22,F,1,4,13,4,4,8,1,1069.75493930804,176,0,591,302,0,267,247,5,5,321,813,0,33,0,0,21,Low
P102_Exp6,C1,22,F,1,4,14,1,1,5,1,1195.57191896274,607,0,483,196,0,219,231,4,4,359,809,0,170,0,159,21,Low
P102_Exp6,C1,22,F,1,4,15,3,3,7,1,997.672068322572,330,0,576,143,0,0,NA,3,1,300,809,0,448,0,437,21,Low
P102_Exp6,C1,22,F,1,4,16,2,2,6,1,791.842700400593,233,0,480,0,0,230,16,3,2,237,811,0,222,0,221,21,Low
P102_Exp6,C1,22,F,1,5,17,1,1,5,1,1107.79301692855,347,0,628,84,0,224,290,5,10,332,811,0,57,0,30,21,Low
P102_Exp6,C1,22,F,1,5,18,3,3,7,1,952.253251920411,306,0,571,176,0,417,223,4,5,286,813,0,100,0,77,21,Low
P102_Exp6,C1,22,F,1,5,19,2,2,6,1,723.732285443475,287,0,353,557,0,220,203,3,4,217,812,0,66,0,44,21,Low
P102_Exp6,C1,22,F,1,5,20,4,4,8,1,543.536729521293,263,0,198,434,0,398,243,3,5,163,810,0,95,0,91,21,Low
P102_Exp6,C1,22,F,1,6,21,2,2,6,1,995.553928203663,193,0,544,0,0,363,53,4,5,299,810,0,435,0,408,21,Low
P102_Exp6,C1,22,F,1,6,22,1,1,5,1,1733.73375851043,417,0,832,160,0,230,263,6,4,520,813,31,358,0,327,21,Low
P102_Exp6,C1,22,F,1,6,23,3,3,7,1,961.761790285891,357,0,560,193,0,176,243,3,6,289,810,0,70,0,65,21,Low
P102_Exp6,C1,22,F,1,6,24,4,4,8,1,340.214597146769,193,0,86,230,0,387,273,2,3,102,812,0,139,0,101,21,Low
P102_Exp6,C1,22,F,2,7,25,7,3,11,1,2158.39655253694,859,0,550,217,0,680,267,5,5,648,811,83,19,79,0,21,Low
P102_Exp6,C1,22,F,2,7,26,6,2,10,1,1239.69214069439,457,343,610,0,0,401,427,4,8,372,811,13,33,0,33,21,Low
P102_Exp6,C1,22,F,2,7,27,5,1,9,1,1399.87267614379,430,0,859,207,0,389,263,5,9,420,814,0,52,0,31,21,Low
P102_Exp6,C1,22,F,2,7,28,8,4,12,1,986.231032729847,408,254,444,0,0,271,343,5,8,296,813,0,95,0,71,21,Low
P102_Exp6,C1,22,F,2,8,29,5,1,9,1,1117.85123936897,379,0,500,166,0,437,214,5,8,335,813,0,38,0,0,21,Low
P102_Exp6,C1,22,F,2,8,30,6,2,10,1,906.716710756882,413,0,430,190,0,603,237,4,3,272,812,0,94,0,68,21,Low
P102_Exp6,C1,22,F,2,8,31,8,4,12,1,1296.21602433144,374,297,770,0,0,62,544,4,6,389,809,14,35,0,0,21,Low
P102_Exp6,C1,22,F,2,8,32,7,3,11,1,366.287311202541,186,0,130,67,0,593,103,3,7,110,814,0,65,0,54,21,Low
P102_Exp6,C1,22,F,2,9,33,8,4,12,2,2091.46610191056,434,216,1273,130,0,51,210,8,5,627,806,0,137,0,89,21,Low
P102_Exp6,C1,22,F,2,9,34,5,1,9,1,930.067567975129,387,220,467,63,0,352,107,4,6,279,810,0,115,0,109,21,Low
P102_Exp6,C1,22,F,2,9,35,7,3,11,1,989.890159778952,433,120,506,173,0,423,223,3,5,297,812,0,73,0,72,21,Low
P102_Exp6,C1,22,F,2,9,36,6,2,10,1,352.016051620012,247,0,40,217,0,417,256,3,4,105,813,0,547,0,547,21,Low
P102_Exp6,C1,22,F,2,10,37,7,3,11,1,971.749076012202,313,0,404,189,0,313,234,4,5,292,812,0,311,0,311,21,Low
P102_Exp6,C1,22,F,2,10,38,8,4,12,1,1181.62696826766,277,0,413,203,0,350,467,4,3,354,814,0,84,0,84,21,Low
P102_Exp6,C1,22,F,2,10,39,5,1,9,1,1055.73512774026,357,173,620,197,0,280,240,4,5,317,811,0,111,0,111,21,Low
P102_Exp6,C1,22,F,2,10,40,6,2,10,1,472.170772141908,180,0,253,170,0,406,213,2,6,142,812,0,40,0,40,21,Low
P102_Exp6,C1,22,F,2,11,41,5,1,9,1,933.585727170794,373,0,477,183,0,57,256,4,4,280,813,0,140,0,114,21,Low
P102_Exp6,C1,22,F,2,11,42,8,4,12,1,1055.78614180376,244,0,660,217,0,357,440,6,4,317,812,0,96,0,92,21,Low
P102_Exp6,C1,22,F,2,11,43,7,3,11,1,872.247202678409,483,0,233,473,0,84,290,4,4,262,812,29,140,29,140,21,Low
P102_Exp6,C1,22,F,2,11,44,6,2,10,1,614.029108804971,120,0,230,560,0,0,NA,6,2,184,809,0,90,0,85,21,Low
P102_Exp6,C1,22,F,2,12,45,8,4,12,1,1416.14978453435,827,63,497,220,0,143,204,4,6,425,814,0,122,0,121,21,Low
P102_Exp6,C1,22,F,2,12,46,6,2,10,1,1207.90071999181,416,133,686,147,0,280,186,4,6,362,811,0,135,0,132,21,Low
P102_Exp6,C1,22,F,2,12,47,7,3,11,1,906.338482232968,390,0,480,150,0,456,200,2,10,272,812,0,75,0,72,21,Low
P102_Exp6,C1,22,F,2,12,48,5,1,9,1,781.857527683314,563,166,154,104,0,191,390,3,6,235,814,0,102,0,100,21,Low
P102_Exp6,C1,22,F,3,13,49,10,2,14,1,1781.46692296468,1210,46,480,136,0,349,184,4,10,534,814,0,48,0,0,21,Low
P102_Exp6,C1,22,F,3,13,50,11,3,15,1,1015.55204460783,330,190,460,110,0,334,306,3,5,305,814,0,69,0,45,21,Low
P102_Exp6,C1,22,F,3,13,51,9,1,13,1,1230.40033663347,373,0,733,130,0,90,170,6,10,369,809,0,32,0,32,21,Low
P102_Exp6,C1,22,F,3,13,52,12,4,16,1,1792.16448141233,602,0,706,478,0,140,243,6,5,538,811,39,89,39,77,21,Low
P102_Exp6,C1,22,F,3,14,53,9,1,13,1,1386.36059033888,936,0,373,351,0,0,NA,3,3,416,812,0,26,0,26,21,Low
P102_Exp6,C1,22,F,3,14,54,11,3,15,1,1147.51757721206,316,0,456,439,0,410,360,4,4,344,810,36,44,36,37,21,Low
P102_Exp6,C1,22,F,3,14,55,12,4,16,1,1127.60941459965,681,0,146,267,0,136,510,4,3,339,810,0,267,0,226,21,Low
P102_Exp6,C1,22,F,3,14,56,10,2,14,1,828.376919667789,322,0,443,130,0,349,177,3,2,248,810,0,114,0,114,21,Low
P102_Exp6,C1,22,F,3,15,57,11,3,15,1,1355.72830574165,730,184,287,0,0,386,244,5,3,407,812,0,103,0,103,21,Low
P102_Exp6,C1,22,F,3,15,58,10,2,14,1,1422.15163432229,507,0,497,176,0,709,224,5,2,426,812,38,449,38,445,21,Low
P102_Exp6,C1,22,F,3,15,59,9,1,13,1,2277.96325297095,689,120,919,94,0,523,140,8,3,683,811,70,92,69,67,21,Low
P102_Exp6,C1,22,F,3,15,60,12,4,16,1,805.560653607245,317,0,413,57,0,743,107,4,2,241,812,0,30,0,28,21,Low
P102_Exp6,C1,22,F,3,16,61,10,2,14,1,1589.68634501434,953,0,300,33,0,387,87,3,4,477,812,69,136,69,107,21,Low
P102_Exp6,C1,22,F,3,16,62,9,1,13,1,941.744958663548,386,0,480,440,0,150,750,4,4,283,811,0,24,0,0,21,Low
P102_Exp6,C1,22,F,3,16,63,12,4,16,1,1329.90462483212,643,0,243,226,40,383,4,5,3,399,809,0,432,0,432,21,Low
P102_Exp6,C1,22,F,3,16,64,11,3,15,1,775.626869257394,370,0,0,0,0,334,303,4,4,233,811,0,416,0,403,21,Low
P102_Exp6,C1,22,F,3,17,65,12,4,16,1,890.371080520708,416,0,243,247,0,0,NA,4,4,267,811,0,353,0,351,21,Low
P102_Exp6,C1,22,F,3,17,66,9,1,13,1,881.50640603817,263,0,440,227,0,114,346,3,2,264,814,33,237,31,216,21,Low
P102_Exp6,C1,22,F,3,17,67,11,3,15,1,1615.68389633976,806,103,204,0,0,0,NA,5,3,485,814,43,96,0,91,21,Low
P102_Exp6,C1,22,F,3,17,68,10,2,14,1,1006.40483069947,507,43,240,157,0,110,297,6,4,302,811,0,133,0,80,21,Low
P102_Exp6,C1,22,F,3,18,69,9,1,13,1,914.027720256854,373,0,454,207,0,170,753,4,3,274,810,0,190,0,180,21,Low
P102_Exp6,C1,22,F,3,18,70,10,2,14,1,2391.61262395828,833,0,1258,250,0,0,NA,7,4,717,812,36,467,31,435,21,Low
P102_Exp6,C1,22,F,3,18,71,11,3,15,1,1719.60467421559,914,0,190,210,0,0,NA,6,4,516,813,61,667,31,639,21,Low
P102_Exp6,C1,22,F,3,18,72,12,4,16,1,564.258702273946,236,0,264,84,0,356,227,3,5,170,809,0,133,0,125,21,Low
P103_Exp6,C1,18,M,1,1,1,1,1,5,3,4339.57918529632,380,0,3587,203,0,0,NA,11,1,1302,812,12,0,0,0,35,High
P103_Exp6,C1,18,M,1,1,2,3,3,7,2,5451.69843625263,1229,0,2012,236,0,0,NA,18,1,1636,808,52,0,51,0,35,High
P103_Exp6,C1,18,M,1,1,3,2,2,6,2,3747.24101458196,417,0,2617,0,0,553,244,9,2,1124,810,7,0,0,0,35,High
P103_Exp6,C1,18,M,1,1,4,4,4,8,3,3855.16684919276,499,0,2315,284,0,580,220,12,3,1156,807,0,8,0,0,35,High
P103_Exp6,C1,18,M,1,2,5,2,2,6,3,6300.30348839864,1193,0,3177,0,0,0,NA,24,1,1891,809,33,0,0,0,35,High
P103_Exp6,C1,18,M,1,2,6,4,4,8,2,3792.80049697991,875,0,2250,167,0,0,NA,13,1,1138,806,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,2,7,3,3,7,2,3995.22339329997,1028,0,1133,186,0,0,NA,15,1,1199,810,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,2,8,1,1,5,1,2155.94546264765,777,0,846,207,0,640,203,7,3,647,812,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,3,9,4,4,8,1,1619.46014443311,503,0,1019,427,0,397,196,5,3,486,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,3,10,3,3,7,1,1706.24261201738,383,157,1033,397,0,263,197,5,5,512,811,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,3,11,2,2,6,1,967.599429128313,303,0,616,80,0,640,204,3,3,290,814,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,3,12,1,1,5,1,682.420252040174,170,0,450,264,0,374,310,2,7,205,814,0,8,0,0,35,High
P103_Exp6,C1,18,M,1,4,13,3,3,7,2,5987.1459654205,2736,0,2496,250,0,287,223,16,4,1797,807,4,0,0,0,35,High
P103_Exp6,C1,18,M,1,4,14,2,2,6,1,2091.59831587385,813,43,910,266,0,273,237,8,4,628,811,6,0,3,0,35,High
P103_Exp6,C1,18,M,1,4,15,4,4,8,1,1169.53391861534,310,0,583,876,0,0,NA,5,4,350,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,4,16,1,1,5,1,668.31833499964,152,0,443,707,0,0,NA,4,9,200,814,0,48,0,44,35,High
P103_Exp6,C1,18,M,1,5,17,4,4,8,1,5401.89905131774,1909,216,2732,429,0,203,227,25,4,1620,814,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,5,18,1,1,5,1,1339.64800900139,280,0,745,314,0,0,NA,8,9,402,812,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,5,19,3,3,7,1,1693.83985568857,236,333,1064,563,0,0,NA,7,5,508,810,0,12,0,0,35,High
P103_Exp6,C1,18,M,1,5,20,2,2,6,1,899.784231642116,56,0,590,0,0,0,NA,4,1,270,814,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,6,21,4,4,8,1,3020.52033137079,697,337,1549,403,0,0,NA,13,6,906,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,1,6,22,1,1,5,1,1067.97608799025,130,0,717,180,0,0,NA,5,3,321,813,0,18,0,0,35,High
P103_Exp6,C1,18,M,1,6,23,2,2,6,1,2075.85972279776,580,0,1350,483,0,417,530,10,2,622,811,0,328,0,328,35,High
P103_Exp6,C1,18,M,1,6,24,3,3,7,1,1201.48532425083,278,0,380,447,0,390,400,6,6,361,813,0,355,0,355,35,High
P103_Exp6,C1,18,M,2,7,25,5,1,9,1,1616.41952516584,533,170,943,320,0,286,214,6,4,485,814,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,7,26,7,3,11,2,3648.28882532311,582,143,2458,203,0,347,246,16,4,1094,809,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,7,27,6,2,10,2,2288.02660700239,537,0,1418,723,0,0,NA,11,4,687,807,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,7,28,8,4,12,1,1407.71223963384,407,127,875,310,0,177,363,5,3,422,811,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,8,29,7,3,11,1,2635.74147884356,636,10,1623,163,0,274,200,7,6,791,813,48,0,45,0,35,High
P103_Exp6,C1,18,M,2,8,30,6,2,10,1,1578.64587546646,713,0,617,0,0,0,NA,4,3,473,810,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,8,31,8,4,12,1,1460.37988270837,411,0,894,207,0,557,240,10,4,438,811,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,8,32,5,1,9,1,1099.80041125164,340,0,567,394,0,300,240,6,3,330,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,9,33,6,2,10,1,1450.25464771243,710,13,494,363,0,406,413,5,7,435,814,25,26,0,26,35,High
P103_Exp6,C1,18,M,2,9,34,8,4,12,1,1337.73966044464,537,0,694,420,0,407,456,7,5,401,812,0,112,0,87,35,High
P103_Exp6,C1,18,M,2,9,35,7,3,11,1,1245.86816275769,533,0,420,343,0,460,390,8,3,374,810,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,9,36,5,1,9,1,635.949157393043,127,270,421,420,0,0,NA,3,12,191,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,10,37,8,4,12,1,1915.49143144948,440,6,1307,340,0,384,389,7,6,575,814,0,7,0,0,35,High
P103_Exp6,C1,18,M,2,10,38,6,2,10,1,950.151714008825,333,0,499,463,0,0,NA,4,1,285,813,0,285,0,285,35,High
P103_Exp6,C1,18,M,2,10,39,5,1,9,1,1585.67404368296,274,480,1022,300,0,0,NA,9,5,476,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,10,40,7,3,11,1,1164.6413983035,26,0,810,580,0,0,NA,5,2,350,814,1,129,0,87,35,High
P103_Exp6,C1,18,M,2,11,41,8,4,12,1,1250.02867654257,536,0,580,401,0,0,NA,4,6,375,813,0,334,0,334,35,High
P103_Exp6,C1,18,M,2,11,42,5,1,9,1,1769.47831630605,494,177,1087,486,0,0,NA,7,7,531,813,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,11,43,7,3,11,1,1132.18649292685,547,388,463,50,0,0,NA,6,9,339,814,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,11,44,6,2,10,1,808.284623457439,246,0,463,333,0,0,NA,4,2,243,811,0,0,0,0,35,High
P103_Exp6,C1,18,M,2,12,45,8,4,12,1,2562.00834819538,1264,0,700,287,0,0,NA,12,1,768,810,13,0,0,0,35,High
P103_Exp6,C1,18,M,2,12,46,6,2,10,1,1198.25815651348,380,170,736,246,0,413,500,6,5,360,814,0,430,0,430,35,High
