subj,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit
P1049_Exp7,18,M,1,1,3,1,1,5,4,3919.09030113311,150,266,3349,167,0,275,208,11,3,470,99,5,2,0,0,22,Low
P1049_Exp7,18,M,1,1,4,4,4,8,3,4833.21651739243,458,317,3525,192,0,209,233,13,3,580,99,37,0,0,0,22,Low
P1049_Exp7,18,M,1,2,5,1,1,5,1,4788.64549058198,692,75,3389,0,0,425,250,13,3,574,99,21,0,0,0,22,Low
P1049_Exp7,18,M,1,2,6,4,4,8,1,1923.42923782417,466,142,800,0,66,392,217,7,3,231,98,0,0,0,0,22,Low
P1049_Exp7,18,M,1,2,7,3,3,7,2,3727.55441216577,1507,317,1640,450,0,0,NA,8,2,447,100,0,0,0,0,22,Low
P1049_Exp7,18,M,1,2,8,2,2,6,1,1745.31548497907,658,250,658,0,0,241,259,5,3,209,100,0,0,0,0,22,Low
P1049_Exp7,18,M,1,3,9,1,1,5,1,1902.4877003103,391,0,667,192,0,275,233,6,3,228,99,21,0,0,0,22,Low
P1049_Exp7,18,M,1,3,10,3,3,7,2,8978.2255498867,4024,241,3456,225,0,208,267,19,3,1078,98,52,13,0,0,22,Low
P1049_Exp7,18,M,1,3,11,4,4,8,1,1486.51185540075,283,249,934,0,0,0,NA,5,3,178,99,0,13,0,0,22,Low
P1049_Exp7,18,M,1,3,12,2,2,6,1,3404.40905716969,692,216,2318,0,0,208,300,8,3,409,98,13,0,0,0,22,Low
P1049_Exp7,18,M,1,4,13,1,1,5,1,1454.42957080377,167,241,1109,450,0,0,NA,6,3,175,98,1,0,0,0,22,Low
P1049_Exp7,18,M,1,4,14,2,2,6,1,2365.76859066554,909,375,1034,375,0,0,NA,7,3,283,100,8,0,0,0,22,Low
P1049_Exp7,18,M,1,4,15,4,4,8,1,1271.54372961377,359,0,742,666,0,0,NA,6,2,153,98,0,0,0,0,22,Low
P1049_Exp7,18,M,1,4,16,3,3,7,1,8862.95155905827,3216,200,4384,126,0,175,275,20,5,1063,99,66,0,0,0,22,Low
P1049_Exp7,18,M,1,5,17,4,4,8,1,2769.69410094898,799,0,1341,208,0,283,250,6,3,333,99,28,27,28,0,22,Low
P1049_Exp7,18,M,1,5,18,2,2,6,1,2387.02362979529,1057,216,1084,225,0,217,267,9,3,286,99,2,0,0,0,22,Low
P1049_Exp7,18,M,1,5,19,1,1,5,1,1316.05508600478,275,84,849,241,0,350,300,5,3,157,99,0,0,0,0,22,Low
P1049_Exp7,18,M,1,5,20,3,3,7,1,1152.96900569228,367,0,675,242,0,525,291,4,2,138,99,0,1,0,0,22,Low
P1049_Exp7,18,M,1,6,21,2,2,6,1,1356.40435278765,358,0,851,733,0,0,NA,4,2,162,99,0,0,0,0,22,Low
P1049_Exp7,18,M,1,6,22,4,4,8,1,975.464014874888,0,475,883,250,0,0,NA,3,3,117,100,4,0,0,0,22,Low
P1049_Exp7,18,M,1,6,23,1,1,5,1,1281.94246100611,317,83,850,500,0,0,NA,4,3,154,99,1,7,0,0,22,Low
P1049_Exp7,18,M,1,6,24,3,3,7,1,920.856916796765,308,0,550,0,0,392,92,2,3,110,99,0,0,0,0,22,Low
P1049_Exp7,18,M,2,7,25,6,2,10,3,3654.82729120413,592,0,2416,500,0,242,233,7,3,438,99,37,1,30,0,22,Low
P1049_Exp7,18,M,2,7,26,7,3,11,2,4298.939566841,934,266,2367,225,0,192,275,12,4,516,100,62,0,26,0,22,Low
P1049_Exp7,18,M,2,7,27,8,4,12,2,2830.46147500863,558,125,1634,225,0,350,267,8,3,340,99,6,0,0,0,22,Low
P1049_Exp7,18,M,2,7,28,5,1,9,3,4356.89068221836,525,267,3231,166,0,225,217,9,3,523,98,17,0,0,0,22,Low
P1049_Exp7,18,M,2,8,29,7,3,11,1,1998.80566392676,284,142,958,183,0,208,242,8,4,240,99,8,24,0,0,22,Low
P1049_Exp7,18,M,2,8,30,8,4,12,1,1279.65056008543,425,242,708,0,0,208,234,4,3,154,99,0,5,0,0,22,Low
P1049_Exp7,18,M,2,8,31,5,1,9,1,1045.78051238786,418,133,508,66,0,233,292,4,4,125,100,0,13,0,0,22,Low
P1049_Exp7,18,M,2,8,32,6,2,10,1,701.497294896399,133,0,225,159,0,391,192,3,3,84,99,1,0,0,0,22,Low
P1049_Exp7,18,M,2,9,33,8,4,12,1,3104.45540223736,1133,0,825,183,0,191,225,9,3,373,98,29,25,0,0,22,Low
P1049_Exp7,18,M,2,9,34,6,2,10,1,2628.1654311606,758,192,1251,258,0,183,300,10,4,315,100,3,17,0,0,22,Low
P1049_Exp7,18,M,2,9,35,7,3,11,1,1082.98270516389,325,175,658,0,0,417,50,4,4,130,99,3,21,0,0,22,Low
P1049_Exp7,18,M,2,9,36,5,1,9,1,705.365360787255,309,0,292,192,0,583,233,3,2,84,99,1,0,0,0,22,Low
P1049_Exp7,18,M,2,10,37,7,3,11,1,4613.53751955903,1908,209,1715,0,0,241,250,15,3,554,100,44,2,0,0,22,Low
P1049_Exp7,18,M,2,10,38,8,4,12,1,1131.11169716285,208,0,732,183,0,559,225,5,2,136,99,0,0,0,0,22,Low
P1049_Exp7,18,M,2,10,39,5,1,9,1,1416.04262632609,291,0,1017,208,0,133,325,3,3,170,99,0,0,0,0,22,Low
P1049_Exp7,18,M,2,10,40,6,2,10,1,520.732381832204,242,0,225,742,0,0,NA,2,2,63,98,0,6,0,0,22,Low
P1049_Exp7,18,M,2,11,41,8,4,12,1,2997.94245234807,351,0,2425,808,0,0,NA,5,1,360,99,0,1,0,0,22,Low
P1049_Exp7,18,M,2,11,42,7,3,11,1,1205.81227065122,0,0,1141,758,0,0,NA,2,2,145,98,0,1,0,0,22,Low
P1049_Exp7,18,M,2,11,43,5,1,9,1,1335.39727056632,0,0,1050,750,0,0,NA,4,2,160,99,3,0,0,0,22,Low
P1049_Exp7,18,M,2,11,44,6,2,10,1,867.528249917086,167,0,592,801,0,0,NA,4,2,104,99,0,0,0,0,22,Low
P1049_Exp7,18,M,2,12,45,5,1,9,1,1444.98123782978,142,134,642,225,275,0,NA,5,4,173,100,3,19,0,0,22,Low
P1049_Exp7,18,M,2,12,46,6,2,10,1,852.340116500272,150,0,333,0,0,491,92,3,3,103,98,0,0,0,0,22,Low
P1049_Exp7,18,M,2,12,47,7,3,11,1,660.177224257495,308,109,292,100,0,366,275,2,4,79,100,0,0,0,0,22,Low
P1049_Exp7,18,M,2,12,48,8,4,12,1,1155.74692688824,67,0,550,158,0,617,191,3,2,139,98,2,0,0,0,22,Low
P1049_Exp7,18,M,3,13,49,9,1,13,1,1388.0027813284,583,100,559,0,0,383,225,4,3,167,98,8,1,0,0,22,Low
P1049_Exp7,18,M,3,13,50,11,3,15,1,1351.08008112002,691,242,366,0,0,275,208,3,4,162,99,0,0,0,0,22,Low
P1049_Exp7,18,M,3,13,51,10,2,14,1,1002.51172306889,625,67,300,167,0,241,259,4,4,121,98,0,0,0,0,22,Low
P1049_Exp7,18,M,3,13,52,12,4,16,1,1428.26393374708,858,0,491,0,0,359,250,2,3,171,100,2,0,0,0,22,Low
P1049_Exp7,18,M,3,14,53,10,2,14,1,1434.82922663679,633,0,649,67,0,484,216,4,3,172,99,0,0,0,0,22,Low
P1049_Exp7,18,M,3,14,54,12,4,16,1,1819.84724989161,582,0,733,0,0,767,16,6,2,219,98,11,0,0,0,22,Low
P1049_Exp7,18,M,3,14,55,11,3,15,1,1259.24110964115,266,0,642,159,0,625,200,3,2,151,100,0,0,0,0,22,Low
P1049_Exp7,18,M,3,14,56,9,1,13,1,1554.05754270032,750,117,541,0,0,533,83,5,2,187,98,1,1,0,0,22,Low
P1049_Exp7,18,M,3,15,57,12,4,16,1,1433.24409564957,358,0,950,542,0,159,266,4,3,172,99,2,0,0,0,22,Low
P1049_Exp7,18,M,3,15,58,11,3,15,1,777.678807993652,399,0,275,574,0,0,NA,4,3,94,99,6,0,0,0,22,Low
P1049_Exp7,18,M,3,15,59,10,2,14,1,1228.24927892361,0,0,1208,683,0,0,NA,1,3,147,100,0,5,0,0,22,Low
P1049_Exp7,18,M,3,15,60,9,1,13,1,469.255971591338,0,0,450,283,0,459,358,1,2,56,99,0,0,0,0,22,Low
P1049_Exp7,18,M,3,16,61,12,4,16,1,1226.50739712117,534,0,383,116,191,367,8,3,3,148,99,0,0,0,0,22,Low
P1049_Exp7,18,M,3,16,62,11,3,15,1,778.755967432517,250,0,417,434,0,258,200,3,4,93,100,0,0,0,0,22,Low
P1049_Exp7,18,M,3,16,63,10,2,14,1,1941.4002392441,0,0,1041,183,300,591,217,6,2,233,98,31,0,0,0,22,Low
P1049_Exp7,18,M,3,16,64,9,1,13,1,791.945296121412,0,0,725,0,0,658,83,2,3,95,100,0,1,0,0,22,Low
P1049_Exp7,18,M,3,17,65,12,4,16,1,3101.09870880842,0,0,2676,242,0,225,274,5,4,372,99,0,2,0,0,22,Low
P1049_Exp7,18,M,3,17,66,11,3,15,1,560.349526480422,300,0,191,0,0,466,25,2,2,67,100,0,0,0,0,22,Low
P1049_Exp7,18,M,3,17,67,9,1,13,1,2301.0731710965,491,92,1434,649,0,0,NA,7,2,276,99,22,0,0,0,22,Low
P1049_Exp7,18,M,3,17,68,10,2,14,1,874.21659375832,317,0,467,192,0,400,225,3,4,105,100,0,13,0,0,22,Low
P1049_Exp7,18,M,3,18,69,12,4,16,1,854.858332197182,225,533,275,209,0,0,NA,3,2,103,98,3,0,0,0,22,Low
P1049_Exp7,18,M,3,18,70,9,1,13,1,1094.8469175346,333,475,592,267,0,0,NA,4,2,131,100,8,0,0,0,22,Low
P1049_Exp7,18,M,3,18,71,10,2,14,1,738.335590824136,141,67,508,209,0,384,75,3,3,89,99,0,1,0,0,22,Low
P1049_Exp7,18,M,3,18,72,11,3,15,1,801.246153496322,291,0,358,0,0,784,8,3,2,97,98,0,0,0,0,22,Low
P1101_Exp7,19,F,1,1,1,2,2,6,3,7701.40607429494,575,0,4902,200,0,583,242,32,2,924,100,198,9,68,0,24,Low
P1101_Exp7,19,F,1,1,2,1,1,5,3,8395.08966459834,525,0,4348,192,134,516,292,34,2,1008,98,230,11,57,0,24,Low
P1101_Exp7,19,F,1,1,3,3,3,7,2,5334.21550480125,658,0,3141,250,0,483,250,21,3,641,99,145,1,0,0,24,Low
P1101_Exp7,19,F,1,1,4,4,4,8,2,4805.36988902895,608,0,2275,333,0,166,241,20,5,577,99,186,5,71,0,24,Low
P1101_Exp7,19,F,1,2,5,3,3,7,3,6404.1017263371,0,0,3291,192,25,549,225,30,2,768,99,270,7,105,0,24,Low
P1101_Exp7,19,F,1,2,6,2,2,6,3,8312.46523743903,275,0,3918,58,0,475,258,30,4,1000,98,453,32,306,0,24,Low
P1101_Exp7,19,F,1,2,7,1,1,5,1,2455.14018951508,0,0,550,0,0,317,383,13,4,295,99,100,22,0,0,24,Low
P1101_Exp7,19,F,1,2,8,4,4,8,3,3746.10095153912,0,0,2533,200,0,259,491,10,7,450,99,143,6,33,0,24,Low
P1101_Exp7,19,F,1,3,9,2,2,6,4,9831.90212347836,1242,0,4976,175,50,592,208,22,2,1181,98,478,31,284,0,24,Low
P1101_Exp7,19,F,1,3,10,3,3,7,1,10103.2397231902,50,0,2449,183,718,517,233,28,3,1215,99,712,5,585,0,24,Low
P1101_Exp7,19,F,1,3,11,4,4,8,1,3597.09507942898,0,0,1033,142,175,542,241,13,5,432,99,223,8,157,0,24,Low
P1101_Exp7,19,F,1,3,12,1,1,5,1,2148.23232316121,192,0,1059,184,0,567,208,8,2,257,100,84,33,0,0,24,Low
P1101_Exp7,19,F,1,4,13,4,4,8,1,3228.88454055646,459,0,1665,0,0,317,266,14,4,387,100,137,14,32,0,24,Low
P1101_Exp7,19,F,1,4,14,3,3,7,2,4842.96801644086,0,0,1752,125,74,0,NA,22,2,582,98,195,71,0,35,24,Low
P1101_Exp7,19,F,1,4,15,1,1,5,1,2368.33760867012,233,0,1365,188,0,458,280,11,3,285,99,49,24,0,0,24,Low
P1101_Exp7,19,F,1,4,16,2,2,6,1,674.095663460321,150,0,308,250,0,316,234,3,4,81,100,7,26,0,0,24,Low
P1101_Exp7,19,F,1,5,17,4,4,8,1,8502.18940325431,1725,0,2394,191,0,125,400,20,4,1023,99,480,3,321,0,24,Low
P1101_Exp7,19,F,1,5,18,3,3,7,2,4381.48763171921,142,NA,1774,NA,0,NA,NA,12,NA,526,100,244,100,213,100,24,Low
P1101_Exp7,19,F,1,5,19,1,1,5,1,2172.59045840183,0,0,742,192,0,258,225,8,4,261,98,120,22,0,1,24,Low
P1101_Exp7,19,F,1,5,20,2,2,6,1,806.571950713987,299,0,450,267,0,225,241,2,4,96,99,24,40,0,0,24,Low
P1101_Exp7,19,F,1,6,21,3,3,7,3,18276.2416898477,1316,0,4729,242,167,500,267,55,2,2197,100,1100,2,724,0,24,Low
P1101_Exp7,19,F,1,6,22,4,4,8,1,7481.41210094036,633,275,4160,0,0,434,383,24,3,897,100,144,12,57,0,24,Low
P1101_Exp7,19,F,1,6,23,1,1,5,1,1266.11846305605,183,0,883,592,0,0,NA,5,3,152,99,27,5,0,0,24,Low
P1101_Exp7,19,F,1,6,24,2,2,6,1,233.705463353544,0,67,225,0,0,0,NA,1,1,28,99,0,88,0,62,24,Low
P1101_Exp7,19,F,2,7,25,6,2,10,4,13446.6565031471,2224,0,7446,200,42,476,291,38,3,1613,99,240,2,147,0,24,Low
P1101_Exp7,19,F,2,7,26,7,3,11,1,5587.84773760999,400,75,2577,191,408,450,217,28,3,671,98,213,2,55,0,24,Low
P1101_Exp7,19,F,2,7,27,5,1,9,1,2473.7464843347,184,0,1042,0,0,325,405,7,1,297,99,133,86,89,48,24,Low
P1101_Exp7,19,F,2,7,28,8,4,12,1,1663.44931723143,257,0,834,0,0,292,533,10,2,200,100,17,0,0,0,24,Low
P1101_Exp7,19,F,2,8,29,7,3,11,1,3012.61762843933,92,0,1001,179,0,475,221,8,3,362,100,177,10,153,0,24,Low
P1101_Exp7,19,F,2,8,30,5,1,9,2,3571.67060913343,208,0,2292,183,0,492,233,13,4,428,99,106,0,69,0,24,Low
P1101_Exp7,19,F,2,8,31,6,2,10,2,3412.32941808994,141,158,2475,183,33,283,334,14,3,409,100,13,35,0,0,24,Low
P1101_Exp7,19,F,2,8,32,8,4,12,3,6131.58896291861,351,100,3350,242,0,325,250,18,4,736,100,152,4,139,0,24,Low
P1101_Exp7,19,F,2,9,33,7,3,11,1,1572.29359119083,300,0,1099,275,0,500,8,5,2,188,98,1,0,0,0,24,Low
P1101_Exp7,19,F,2,9,34,5,1,9,2,2046.82135378243,349,200,1341,217,0,0,NA,7,4,246,99,2,1,0,0,24,Low
P1101_Exp7,19,F,2,9,35,6,2,10,1,3239.23222639132,183,0,1158,325,0,292,175,5,3,390,98,246,41,181,0,24,Low
P1101_Exp7,19,F,2,9,36,8,4,12,1,693.507042786223,117,192,257,258,0,242,233,5,4,84,99,12,15,0,0,24,Low
P1101_Exp7,19,F,2,10,37,5,1,9,1,2855.68859924388,0,0,1226,175,0,208,200,16,3,344,98,148,2,57,0,24,Low
P1101_Exp7,19,F,2,10,38,6,2,10,1,3421.62437242223,175,0,2025,175,0,325,192,9,2,411,98,82,25,80,0,24,Low
P1101_Exp7,19,F,2,10,39,8,4,12,1,3444.24032206007,950,0,1218,466,75,217,217,9,5,413,100,135,0,58,0,24,Low
P1101_Exp7,19,F,2,10,40,7,3,11,1,409.745047290926,125,0,217,241,0,233,233,2,3,50,99,17,30,0,26,24,Low
P1101_Exp7,19,F,2,11,41,6,2,10,1,5726.79716415587,501,0,2710,166,0,317,217,20,2,687,99,228,32,115,31,24,Low
P1101_Exp7,19,F,2,11,42,5,1,9,1,1759.32084751548,292,0,1167,150,0,609,200,5,4,211,100,29,0,0,0,24,Low
P1101_Exp7,19,F,2,11,43,7,3,11,1,4833.66007686709,358,0,3166,525,25,208,217,20,3,580,99,53,7,27,0,24,Low
P1101_Exp7,19,F,2,11,44,8,4,12,1,926.312814917765,150,0,650,200,0,491,225,4,2,112,99,5,5,0,0,24,Low
P1101_Exp7,19,F,2,12,45,5,1,9,1,1345.94549973554,150,0,773,467,0,0,NA,8,2,162,99,17,41,0,35,24,Low
P1101_Exp7,19,F,2,12,46,8,4,12,2,6341.25257424603,416,0,3341,442,0,275,241,20,3,761,98,263,16,115,0,24,Low
P1101_Exp7,19,F,2,12,47,7,3,11,1,1220.47412801476,183,0,916,175,0,258,208,4,2,146,99,12,30,0,30,24,Low
P1101_Exp7,19,F,2,12,48,6,2,10,1,949.383866085554,0,0,684,183,0,208,233,2,3,114,99,1,25,0,0,24,Low
