0,590.7402392,366.2744964,1
3,574.4538884,348.6046393,1
7,553.5138069,349.0725642,1
10,491.2706276,319.2346832,1
13,451.0835066,299.4069149,1
17,442.2880701,290.8229176,1
20,435.8426861,274.8623306,1
23,414.9448796,256.1492551,1
27,419.5405822,302.6892291,1
30,372.8252755,237.3433352,1
33,384.2922879,267.0781134,1
37,396.9768049,263.6408203,1
40,410.0478823,280.9061444,1
43,401.0304039,267.5854527,1
47,396.5750539,269.9771563,1
50,402.5488464,276.402542,1
53,400.8149045,275.3468979,1
57,420.35138,286.1267053,1
60,401.5733139,269.4988211,1
63,410.4556437,277.7562529,1
67,410.3904537,275.2775551,1
70,412.0541256,278.1413507,1
73,413.694572,287.7064747,1
77,405.3097266,277.4469234,1
80,406.6274707,274.8398863,1
83,407.3689646,276.60477,1
87,403.7606025,272.4094222,1
90,411.7876826,284.8940975,1
93,404.046031,274.1194346,1
97,415.3120873,282.6137137,1
100,406.1642435,277.1797526,1
103,416.7397437,283.7596655,1
107,414.0596171,284.2124778,1
110,416.4993544,285.5140524,1
113,411.4646947,281.2153582,1
117,408.9581214,278.2803328,1
120,412.0601389,277.2026842,1
123,412.9374879,276.9072021,1
127,416.6795203,277.145721,1
130,414.6673878,279.3469701,1
133,403.1131107,283.8838599,1
137,403.280245,281.4223738,1
140,418.9258757,284.9020417,1
143,413.4995411,280.6480158,1
147,420.5255433,280.7749166,1
150,412.0420436,280.8240646,1
153,419.7323582,281.6445831,1
157,416.2365602,280.5029199,1
160,402.1145103,258.3451824,1
163,410.296861,260.8946203,1
167,412.1596438,265.4397204,1
170,409.5828418,262.2360492,1
173,398.3763355,260.0327673,1
177,409.6668064,264.2015271,1
180,414.0975951,265.3915684,1
183,412.41322,265.3004424,1
187,427.4551865,272.049617,1
190,443.2784863,301.5584444,1
193,480.2682683,330.8726146,1
197,545.7018252,363.1158116,1
200,605.1777814,404.5636077,1
203,654.4355313,441.3201757,1
207,678.0114898,453.5673794,1
210,698.955708,465.9213347,1
213,712.3530724,494.0815194,1
217,726.5052888,507.6887441,1
220,729.8422056,516.4617537,1
223,727.7831034,521.1347992,1
227,724.8166729,502.4675535,1
230,727.7231288,512.2031517,1
233,731.9469013,510.6960938,1
237,728.4985265,521.8456648,1
240,730.0173254,505.837887,1
243,729.5865321,509.8902936,1
247,728.9370944,525.3836202,1
250,724.973129,515.0245176,1
253,720.4337337,519.5490447,1
257,726.7124328,520.0352063,1
260,726.9374557,511.9785069,1
263,727.4571318,514.7235655,1
267,729.7386587,517.3957643,1
270,724.3772578,515.6869523,1
273,728.4865441,518.6145279,1
277,730.9664163,518.2337308,1
280,729.5552677,514.0745844,1
283,730.2783782,516.2036537,1
287,725.6293437,517.2715226,1
290,729.0120035,520.1538488,1
293,729.8898461,517.986442,1
297,731.7636513,517.309654,1
300,725.7838908,516.5511555,1
303,729.324911,510.9119538,1
307,730.59342,520.0556502,1
310,729.2106022,523.6803284,1
313,723.0495195,518.1663672,1
317,727.0546653,522.3862763,1
320,732.2168027,527.3359803,1
323,727.4726051,516.938743,1
327,726.1352582,511.8117452,1
330,726.2478903,515.8192848,1
333,725.5375421,524.3618984,1
337,725.8589975,519.7107775,1
340,716.1337423,511.2497913,1
343,718.9949183,537.7332483,1
347,713.6770283,585.3183175,1
350,710.5048173,628.1817503,1
353,721.8989244,630.4670976,1
357,728.5808798,625.7233386,1
360,726.7622764,609.1320505,1
363,724.3162245,594.3669316,1
367,720.6456106,612.0752747,1
370,723.0057186,609.3669712,1
373,719.9982275,619.8510185,1
377,719.6206585,623.7508897,1
380,722.0874783,605.0929768,1
383,722.6394636,619.2253082,1
387,719.0731016,613.7768967,1
390,722.9538257,620.384416,1
393,724.7534528,618.7065543,1
397,719.9419251,626.2223952,1
400,720.306766,619.6215561,1
403,710.7115765,609.6732327,1
407,720.1994975,628.8804647,1
410,716.6748316,605.0495826,1
413,729.3896345,633.6150961,1
417,728.9526277,620.4716315,1
420,725.3912899,606.7482534,1
423,720.6638195,627.4672521,1
427,719.8343374,624.5107802,1
430,729.4986698,628.8532759,1
433,727.1432464,617.554738,1
437,726.2456275,625.1135313,1
440,726.5498431,630.7643638,1
443,729.1002407,626.5367548,1
447,726.1660667,616.7488299,1
450,717.0764147,622.2481379,1
453,722.1882334,622.3535879,1
457,721.6157096,631.9304131,1
460,720.9855088,614.5344755,1
463,718.0139509,628.2581017,1
467,721.3798339,627.9022418,1
470,722.8845284,632.0473529,1
473,728.0940152,618.9952265,1
477,729.841786,625.6420538,1
480,764.4103209,662.4062628,1
483,819.6316088,719.9929763,1
487,872.8282011,764.0146209,1
490,920.5529558,812.548322,1
493,976.5527212,840.7126234,1
497,1014.588648,860.6754824,1
500,1036.017198,905.8489077,1
503,1035.012322,924.6501809,1
507,1033.643378,948.4455379,1
510,1030.442924,962.4084654,1
513,1029.602527,952.5944338,1
517,1038.870352,943.3761333,1
520,1044.286722,936.505858,1
523,1042.485608,948.1799544,1
527,1033.756922,951.2341359,1
530,1032.09398,957.0549704,1
533,1038.344805,954.4991396,1
537,1041.77193,950.3263801,1
540,1033.686979,952.2802174,1
543,1035.842578,948.0745514,1
547,1035.187271,945.4993783,1
550,1036.739742,954.6383817,1
553,1041.777876,952.6254475,1
557,1033.052976,955.5427959,1
560,1038.158141,953.2080257,1
563,1033.459179,950.9462473,1
567,1037.318312,953.8956574,1
570,1036.908767,953.9826833,1
573,1038.076835,955.6230631,1
577,1030.066531,953.7893676,1
580,1029.389161,953.037868,1
583,1031.923276,952.3821821,1
587,1032.474836,950.9996667,1
590,1027.759378,952.3832718,1
593,1036.598621,948.8244512,1
597,1038.207065,949.1350697,1
600,1027.344466,951.2860134,1
603,1034.46391,954.0598561,1
607,1042.921133,946.1945923,1
610,1035.770709,951.3938016,1
613,1030.125928,951.7984039,1
617,1034.509268,951.6312237,1
620,1029.517138,952.2686977,1
623,1027.434548,945.9533638,1
627,1034.447912,949.8899622,1
630,1019.55447,948.9607764,1
633,1026.773719,950.5316647,1
637,1043.394064,951.5729626,1
640,1038.091527,952.27641,1
643,1042.247454,956.3784687,1
647,1036.789362,948.2273022,1
650,1036.650216,951.9322162,1
653,1038.195748,954.6471811,1
657,1016.341434,953.333679,1
660,985.5657364,947.0575993,1
663,953.3346908,946.4596661,1
667,944.8378379,944.7120781,1
670,973.3281475,944.2986388,1
673,982.4795625,944.8060387,1
677,983.3109353,943.1888472,1
680,974.0023135,946.0166921,1
683,977.7082969,947.4804314,1
687,977.9295694,945.4806972,1
690,967.372193,945.1945003,1
693,981.7146015,944.1147994,1
697,980.335883,943.788141,1
700,974.347766,940.4950564,1
703,972.775976,944.4573455,1
707,969.645562,946.64211,1
710,972.5141507,947.7531052,1
713,976.6599172,943.2137835,1
717,979.8252554,946.7570241,1
720,966.6136288,944.9648482,1
723,979.754744,946.1615867,1
727,970.5595553,945.2434495,1
730,981.4605813,945.9438581,1
733,968.9093008,946.0866907,1
737,976.2380084,940.463181,1
740,975.0286618,943.8457551,1
743,976.0924577,946.3373444,1
747,970.6015046,948.1409926,1
750,976.6948818,943.6328207,1
753,969.7411082,950.4210237,1
757,970.70657,943.0871065,1
760,979.2800505,944.7192987,1
763,976.5843061,946.2150294,1
767,976.6175431,946.5781396,1
770,974.9544313,949.9128628,1
773,976.5705447,947.6513686,1
777,970.0733839,943.0423522,1
780,976.2167754,948.3762153,1
783,963.4069869,945.2850408,1
787,972.7445325,943.9504904,1
790,971.6392673,948.8223038,1
793,983.6950612,947.1401457,1
797,982.815314,946.7110927,1
800,979.3165077,947.4227296,1
803,973.3358648,944.2940051,1
807,972.2855729,947.6770138,1
810,975.8519757,946.3185436,1
813,972.8712862,943.634214,1
817,981.6566309,943.5430534,1
820,969.6822019,950.4430194,1
823,965.5932384,952.5173697,1
827,963.9236108,950.3115465,1
830,974.0274888,947.6347509,1
833,950.2447694,939.0012742,1
837,962.3367057,932.09322,1
840,950.8217558,929.2400813,1
843,955.031266,938.804912,1
847,957.0873887,934.5956637,1
850,952.3835597,937.5338848,1
853,956.3508944,935.6883187,1
857,955.1820683,933.7793768,1
860,959.8594934,935.4544685,1
863,957.2155579,934.4758765,1
867,963.3340686,934.9100184,1
870,957.8905564,934.3143848,1
873,962.7153178,936.4983396,1
877,953.163956,937.7759044,1
880,960.8934285,938.6345561,1
883,957.5639823,939.2358324,1
887,953.7214894,940.4187377,1
890,958.9265828,940.4565391,1
893,960.3919676,938.28592,1
897,957.9134137,940.1731578,1
900,948.7152608,941.2839204,1
903,953.5633355,936.5260586,1
907,954.6303831,937.0535014,1
910,947.4097103,937.4097998,1
913,938.1943432,935.2479222,1
917,938.3944122,926.456584,1
920,943.9143609,930.9039773,1
923,945.9047805,934.9325923,1
927,946.5925658,930.2038176,1
930,938.4511875,935.3806612,1
933,947.5891775,932.8702545,1
937,942.1775941,933.5994228,1
940,943.4703451,933.3062407,1
943,952.398034,937.1259689,1
947,933.1054103,928.0648925,1
950,893.3462951,868.7148218,1
953,844.228022,807.4285052,1
957,828.6641187,750.5719587,1
960,810.6026074,711.1621103,1
963,801.3536746,670.7473111,1
967,763.8844344,628.2385143,1
970,746.9523098,615.3530543,1
973,716.23163,614.3745054,1
977,735.8298677,594.3693694,1
980,741.3322413,601.2784428,1
983,740.1172019,605.1669445,1
987,740.9852017,614.1198822,1
990,739.6384053,606.8943783,1
993,732.7907531,613.6580358,1
997,733.9399832,613.3356834,1
1000,727.9653925,600.8450065,1
1003,729.8571674,606.414352,1
1007,730.2033448,603.9991876,1
1010,734.7045204,608.1983207,1
1013,734.0361892,612.2663569,1
1017,736.5890524,597.8031613,1
1020,733.7723934,604.2514955,1
1023,737.1589841,606.8219601,1
1027,737.9006997,607.0637178,1
