126,21,f,1,1,1,5,2,14798.3655626535
126,21,f,2,4,4,8,4,11228.7862130834
126,21,f,3,2,2,6,1,2874.10793577192
126,21,f,4,3,3,7,1,2753.70907341221
126,21,f,5,4,4,8,1,5951.0079322099
126,21,f,6,3,3,7,1,1585.74260856767
126,21,f,7,2,2,6,1,2041.88181556401
126,21,f,8,1,1,5,1,3761.986608396
126,21,f,9,3,3,7,1,2028.37882626955
126,21,f,10,2,2,6,1,1902.05359660149
126,21,f,11,4,4,8,1,5194.60991263622
126,21,f,12,1,1,5,1,2220.10026497037
126,21,f,13,4,4,8,1,4488.18952542615
126,21,f,14,3,3,7,1,1341.75817475261
126,21,f,15,1,1,5,1,2775.97287146727
126,21,f,16,2,2,6,1,2363.54594360955
126,21,f,17,3,3,7,1,1505.87957940388
126,21,f,18,1,1,5,1,2798.39061682151
126,21,f,19,4,4,8,1,4399.70212706885
126,21,f,20,2,2,6,1,2591.70157648077
126,21,f,21,3,3,7,1,1561.78508836274
126,21,f,22,1,1,5,1,1764.22789995968
126,21,f,23,2,2,6,1,2527.64923681389
126,21,f,24,4,4,8,1,2132.31649632826
126,21,f,25,5,1,9,1,9138.58516998516
126,21,f,26,8,4,12,1,2549.82398692118
126,21,f,27,7,3,11,1,2528.17235577413
126,21,f,28,6,2,10,1,2835.82094057556
126,21,f,29,5,1,9,1,2808.44397918145
126,21,f,30,6,2,10,1,2671.71825108608
126,21,f,31,7,3,11,1,2726.29860584084
126,21,f,32,8,4,12,1,2449.98191873856
126,21,f,33,7,3,11,1,3446.13323625617
126,21,f,34,6,2,10,1,3396.03184233874
126,21,f,35,5,1,9,1,2997.89333685931
126,21,f,36,8,4,12,1,2511.78209997397
126,21,f,37,7,3,11,1,1841.50702935449
126,21,f,38,6,2,10,1,2497.60928899877
126,21,f,39,8,4,12,1,3365.5892166862
126,21,f,40,5,1,9,1,1808.10710626793
126,21,f,41,7,3,11,1,1505.96168463017
126,21,f,42,5,1,9,1,1974.42180714825
126,21,f,43,8,4,12,1,2202.12948356402
126,21,f,44,6,2,10,1,1626.4305779182
126,21,f,45,8,4,12,1,2563.66566027373
126,21,f,46,7,3,11,1,2037.95797057637
126,21,f,47,5,1,9,2,5318.03700893079
126,21,f,48,6,2,10,1,1688.28026377514
126,21,f,49,10,2,14,1,2032.02134011417
126,21,f,50,12,4,16,1,3718.10045936672
126,21,f,51,11,3,15,1,1299.54673085376
126,21,f,52,9,1,13,1,1303.98494093561
126,21,f,53,10,2,14,1,3466.4210754454
126,21,f,54,9,1,13,1,1535.9104714953
126,21,f,55,11,3,15,1,1602.94938876905
126,21,f,56,12,4,16,1,1516.38240750617
126,21,f,57,10,2,14,1,1729.92119709397
126,21,f,58,11,3,15,1,2239.54954416467
126,21,f,59,12,4,16,1,2351.66785296678
126,21,f,60,9,1,13,1,1513.97207577111
126,21,f,61,10,2,14,1,1231.47123509807
126,21,f,62,9,1,13,1,1879.67086671142
126,21,f,63,11,3,15,1,2902.40646796019
126,21,f,64,12,4,16,1,1291.53030256384
126,21,f,65,11,3,15,1,1586.12566567126
126,21,f,66,9,1,13,1,1852.20093322232
126,21,f,67,12,4,16,1,1603.58389312796
126,21,f,68,10,2,14,1,899.996739939525
126,21,f,69,11,3,15,1,3810.01544906439
126,21,f,70,9,1,13,1,1458.12603272952
126,21,f,71,10,2,14,1,961.516495603973
126,21,f,72,12,4,16,1,2062.06762693591
