145,30,F,1,1,1,5,2,8571.76423203691
145,30,F,2,4,4,8,3,5238.09668061767
145,30,F,3,2,2,6,2,3967.90482379038
145,30,F,4,3,3,7,1,7733.0541830097
145,30,F,5,2,2,6,2,3006.30648196784
145,30,F,6,1,1,5,1,3361.1291849611
145,30,F,7,4,4,8,2,3742.89000797398
145,30,F,8,3,3,7,1,1685.90937968111
145,30,F,9,4,4,8,1,1850.75043338111
145,30,F,10,3,3,7,1,2268.39817235305
145,30,F,11,2,2,6,1,2278.30396978607
145,30,F,12,1,1,5,1,1030.83268516366
145,30,F,13,3,3,7,1,6580.28465994448
145,30,F,14,1,1,5,1,1816.17720783379
145,30,F,15,2,2,6,1,1642.13520131398
145,30,F,16,4,4,8,1,1052.77673364253
145,30,F,17,1,1,5,1,1912.15468693918
145,30,F,18,4,4,8,1,1607.11696793987
145,30,F,19,2,2,6,1,2314.81423803234
145,30,F,20,3,3,7,1,1602.02177765041
145,30,F,21,4,4,8,1,4168.01072114686
145,30,F,22,1,1,5,1,3508.3376035027
145,30,F,23,2,2,6,1,2418.4191427612
145,30,F,24,3,3,7,1,1271.23973719426
145,30,F,25,8,4,12,1,5851.12376209509
145,30,F,26,6,2,10,1,2723.49867457706
145,30,F,27,5,1,9,1,1347.30066273278
145,30,F,28,7,3,11,1,1354.00223314628
145,30,F,29,5,1,9,1,4334.72353835441
145,30,F,30,7,3,11,1,2029.29414420032
145,30,F,31,6,2,10,1,3846.61949782821
145,30,F,32,8,4,12,1,1849.27290499672
145,30,F,33,6,2,10,3,7916.8411356186
145,30,F,34,7,3,11,1,1994.20039176039
145,30,F,35,5,1,9,1,1798.79502290987
145,30,F,36,8,4,12,1,539.413912318196
145,30,F,37,5,1,9,1,1579.03880869253
145,30,F,38,6,2,10,1,2128.41313110221
145,30,F,39,7,3,11,1,3494.71985199943
145,30,F,40,8,4,12,1,1246.37775148585
145,30,F,41,6,2,10,2,7635.06286215579
145,30,F,42,8,4,12,1,1251.79464446137
145,30,F,43,5,1,9,1,1750.45215440514
145,30,F,44,7,3,11,1,739.447277238469
145,30,F,45,5,1,9,1,5993.93970165238
145,30,F,46,8,4,12,1,1684.25905343429
145,30,F,47,6,2,10,2,2509.59966788741
145,30,F,48,7,3,11,1,1364.40978436895
145,30,F,49,10,2,14,2,6806.99886806724
145,30,F,50,12,4,16,1,2296.81467407954
145,30,F,51,11,3,15,1,1167.72059140385
145,30,F,52,9,1,13,1,2675.9421430088
145,30,F,53,12,4,16,1,1718.00882250409
145,30,F,54,10,2,14,1,2206.0130242653
145,30,F,55,11,3,15,1,1808.92353758645
145,30,F,56,9,1,13,1,1356.55409490391
145,30,F,57,10,2,14,1,2349.0171214944
145,30,F,58,9,1,13,1,6827.04939330961
145,30,F,59,11,3,15,1,1539.9003063003
145,30,F,60,12,4,16,1,835.192652549267
145,30,F,61,11,3,15,1,2215.46485398176
145,30,F,62,12,4,16,1,1219.70714815689
145,30,F,63,9,1,13,1,1950.76924914883
145,30,F,64,10,2,14,1,2571.6989528446
145,30,F,65,11,3,15,1,1406.06174899585
145,30,F,66,9,1,13,1,2201.79504978933
145,30,F,67,10,2,14,1,1158.67281002193
145,30,F,68,12,4,16,1,813.38342906929
145,30,F,69,11,3,15,1,1178.05731683711
145,30,F,70,9,1,13,1,1310.77290137
145,30,F,71,10,2,14,1,926.129127362401
145,30,F,72,12,4,16,1,837.227827368224
