subj,age,sex,phase,block,trial,cue,resp,out,numResp,RT,AOI_cue_p1,AOI_cue_p2,AOI_resp_p1,AOI_resp_p2,AOI_out_p1,AOI_out_p2,tOutFix,nFix_p1,nFix_p2,samples_p1,samples_p2,raw_NA_p1,raw_NA_p2,post_interp_NA_p1,post_interp_NA_p2,ICU,ICU_medSplit
P102_Exp5,30,F,2,7,25,8,4,12,1,4556.06437296319,2192,500,1255,566,0,902,230,24,9,1367,792,147,104,137,60,12,Low
P102_Exp5,30,F,2,7,26,5,1,9,1,1856.95238330936,357,0,986,166,0,2054,217,11,10,557,791,39,65,39,0,12,Low
P102_Exp5,30,F,2,7,27,6,2,10,1,2066.90818545576,1560,756,367,277,0,1016,233,7,13,620,794,0,90,0,84,12,Low
P102_Exp5,30,F,2,7,28,7,3,11,1,1299.17069826115,514,0,513,664,0,1434,166,6,9,389,794,46,72,44,67,12,Low
P102_Exp5,30,F,2,8,29,5,1,9,1,1500.22549054302,650,1120,678,180,0,429,220,5,11,450,794,19,197,0,182,12,Low
P102_Exp5,30,F,2,8,30,6,2,10,2,2612.2817040341,976,674,1119,190,0,1090,250,21,12,784,795,37,106,32,95,12,Low
P102_Exp5,30,F,2,8,31,8,4,12,1,2230.48632144855,1592,674,450,287,0,1021,327,14,12,670,794,0,97,0,92,12,Low
P102_Exp5,30,F,2,8,32,7,3,11,1,1329.04467528715,529,670,584,458,0,407,223,7,12,399,795,0,232,0,220,12,Low
P102_Exp5,30,F,2,9,33,6,2,10,1,4358.57433657384,2409,1470,747,336,0,0,NA,21,13,1307,792,236,180,218,156,12,Low
P102_Exp5,30,F,2,9,34,7,3,11,1,1355.50664119819,690,851,587,296,0,183,340,5,20,407,792,0,297,0,265,12,Low
P102_Exp5,30,F,2,9,35,8,4,12,1,2480.53933412666,1264,900,823,744,0,270,240,9,16,744,805,44,138,34,117,12,Low
P102_Exp5,30,F,2,9,36,5,1,9,1,1023.70445336328,393,873,566,370,0,240,203,2,22,307,806,0,240,0,236,12,Low
P102_Exp5,30,F,2,10,37,7,3,11,1,2895.01783231299,1727,824,830,196,0,470,234,6,11,869,795,64,257,55,247,12,Low
P102_Exp5,30,F,2,10,38,6,2,10,1,1655.16885337729,796,1630,499,197,0,207,233,7,8,497,792,56,129,45,117,12,Low
P102_Exp5,30,F,2,10,39,5,1,9,1,1136.14764873364,613,1619,326,310,0,0,NA,6,16,340,793,34,135,34,129,12,Low
P102_Exp5,30,F,2,10,40,8,4,12,1,1118.91735526206,427,0,600,557,0,1269,213,5,9,336,793,0,162,0,156,12,Low
P102_Exp5,30,F,2,11,41,5,1,9,1,2213.1148030594,814,823,997,473,0,784,263,11,10,664,794,58,109,58,108,12,Low
P102_Exp5,30,F,2,11,42,7,3,11,2,6895.46326680102,3591,1520,1065,216,0,314,253,23,9,2069,796,351,138,335,111,12,Low
P102_Exp5,30,F,2,11,43,6,2,10,1,820.995921543727,400,1837,363,183,0,287,220,3,12,247,792,0,55,0,55,12,Low
P102_Exp5,30,F,2,11,44,8,4,12,1,897.430175798036,347,0,453,1651,0,0,NA,5,8,269,795,0,155,0,143,12,Low
P102_Exp5,30,F,2,12,45,7,3,11,1,3585.05345427147,23,896,130,247,0,177,413,2,24,1076,793,977,276,965,258,12,Low
P102_Exp5,30,F,2,12,46,5,1,9,1,933.383650933138,305,302,492,562,0,0,NA,5,19,280,793,0,362,0,319,12,Low
P102_Exp5,30,F,2,12,47,6,2,10,1,955.145088338213,400,1928,494,247,0,0,NA,3,10,286,792,0,97,0,93,12,Low
P102_Exp5,30,F,2,12,48,8,4,12,1,864.226533303736,97,677,526,193,0,784,240,6,11,259,795,19,168,0,154,12,Low
P102_Exp5,30,F,3,13,49,11,3,15,1,4670.10541522905,2366,141,1183,163,0,2003,213,25,9,1402,792,190,32,181,31,12,Low
P102_Exp5,30,F,3,13,50,12,4,16,3,3974.44170290782,576,490,2857,297,0,1234,677,12,15,1193,791,61,98,37,96,12,Low
P102_Exp5,30,F,3,13,51,10,2,14,1,1526.38623351413,140,490,1133,273,0,1252,313,9,12,458,795,0,70,0,67,12,Low
P102_Exp5,30,F,3,13,52,9,1,13,1,2498.10242347939,1299,671,1003,207,0,1410,253,9,10,750,794,0,38,0,32,12,Low
P102_Exp5,30,F,3,14,53,10,2,14,1,1281.40110479671,558,349,513,313,0,167,350,7,9,385,794,4,471,0,437,12,Low
P102_Exp5,30,F,3,14,54,12,4,16,1,1595.13887614867,490,483,1017,792,0,203,264,4,10,478,793,0,227,0,215,12,Low
P102_Exp5,30,F,3,14,55,11,3,15,1,2141.14726687058,1230,1500,457,280,0,180,320,11,9,643,791,61,112,45,110,12,Low
P102_Exp5,30,F,3,14,56,9,1,13,1,828.702279523895,384,393,370,557,0,260,253,3,18,248,795,0,262,0,253,12,Low
P102_Exp5,30,F,3,15,57,12,4,16,1,1779.20443864332,867,576,556,360,0,0,NA,14,15,534,795,54,445,48,425,12,Low
P102_Exp5,30,F,3,15,58,11,3,15,1,1742.93011414466,780,1950,689,370,0,0,NA,6,8,523,790,42,62,42,46,12,Low
P102_Exp5,30,F,3,15,59,9,1,13,1,2612.50783457035,1694,1365,523,300,0,0,NA,12,19,784,800,52,228,45,220,12,Low
P102_Exp5,30,F,3,15,60,10,2,14,1,815.005595663933,294,0,473,227,0,1752,376,2,8,245,794,0,127,0,94,12,Low
P102_Exp5,30,F,3,16,61,9,1,13,1,2863.40051685693,1749,1465,708,0,0,0,NA,12,23,859,794,34,216,29,205,12,Low
P102_Exp5,30,F,3,16,62,12,4,16,1,1175.54470792675,616,1130,463,234,0,0,NA,7,34,353,791,0,150,0,147,12,Low
P102_Exp5,30,F,3,16,63,11,3,15,1,2524.96203780356,1043,1519,974,367,0,0,NA,8,21,758,796,88,135,86,131,12,Low
P102_Exp5,30,F,3,16,64,10,2,14,1,731.382523694265,142,661,383,290,0,954,426,6,16,219,794,0,114,0,112,12,Low
P102_Exp5,30,F,3,17,65,9,1,13,1,1181.69503182708,554,1451,557,354,0,0,NA,3,25,355,794,0,179,0,159,12,Low
P102_Exp5,30,F,3,17,66,11,3,15,1,1546.43505211061,429,1962,653,337,0,0,NA,12,15,464,794,53,54,53,54,12,Low
P102_Exp5,30,F,3,17,67,10,2,14,1,1016.42518343215,446,1712,507,446,0,0,NA,5,26,305,794,0,58,0,53,12,Low
P102_Exp5,30,F,3,17,68,12,4,16,1,883.80858434175,266,1527,483,257,0,410,296,6,13,266,793,0,63,0,58,12,Low
P102_Exp5,30,F,3,18,69,9,1,13,1,1134.71150650275,152,376,400,92,0,300,407,18,20,341,793,2,379,0,375,12,Low
P102_Exp5,30,F,3,18,70,11,3,15,1,1580.45788446816,943,126,454,377,0,50,2593,3,8,474,794,41,428,41,418,12,Low
P102_Exp5,30,F,3,18,71,12,4,16,1,1034.11755118577,333,1401,503,463,0,340,664,4,18,310,794,15,39,0,38,12,Low
P102_Exp5,30,F,3,18,72,10,2,14,1,843.85643868336,170,0,373,287,0,1067,316,7,13,253,795,0,294,0,276,12,Low
P103_Exp5,19,F,1,1,1,1,1,5,4,4727.12552783742,244,0,3516,653,0,586,217,24,8,1419,790,263,113,0,81,16,Low
P103_Exp5,19,F,1,1,2,2,2,6,1,1891.60745622667,408,799,823,1005,0,299,147,12,10,568,791,12,34,0,0,16,Low
P103_Exp5,19,F,1,1,3,3,3,7,1,1731.1937788827,404,1113,1193,519,0,803,170,5,6,519,799,2,21,0,0,16,Low
P103_Exp5,19,F,1,1,4,4,4,8,1,3369.27260866014,373,0,2496,393,0,1847,260,10,13,1011,793,63,156,40,0,16,Low
P103_Exp5,19,F,1,2,5,2,2,6,1,3627.51289701646,1423,417,1641,458,0,699,204,13,11,1089,790,66,71,0,0,16,Low
P103_Exp5,19,F,1,2,6,1,1,5,1,2293.90905805576,199,0,1916,650,0,1436,970,6,6,688,790,7,108,0,62,16,Low
P103_Exp5,19,F,1,2,7,3,3,7,1,3149.5917455677,1063,376,1453,429,0,216,234,23,10,945,794,100,278,0,224,16,Low
P103_Exp5,19,F,1,2,8,4,4,8,1,939.227966698127,290,330,567,580,0,187,220,3,6,282,790,2,413,0,398,16,Low
P103_Exp5,19,F,1,3,9,2,2,6,1,1184.93667651001,480,944,567,1240,0,237,263,4,10,355,793,4,8,0,0,16,Low
P103_Exp5,19,F,1,3,10,1,1,5,1,1165.50805778206,150,237,749,1878,0,207,260,4,12,350,794,0,2,0,0,16,Low
P103_Exp5,19,F,1,3,11,4,4,8,1,4968.98102577961,2059,323,2013,1682,0,213,283,23,14,1491,798,104,122,0,0,16,Low
P103_Exp5,19,F,1,3,12,3,3,7,1,893.471129071258,196,589,653,214,0,1357,443,3,7,268,796,0,60,0,57,16,Low
P103_Exp5,19,F,1,4,13,2,2,6,1,4345.00902183208,1466,457,2464,424,0,1026,206,13,8,1304,795,20,0,0,0,16,Low
P103_Exp5,19,F,1,4,14,1,1,5,1,1277.86687965818,113,103,869,1996,0,223,320,3,8,383,795,56,8,48,0,16,Low
P103_Exp5,19,F,1,4,15,3,3,7,1,1341.59314161479,486,936,620,636,0,837,1160,6,9,403,791,0,4,0,0,16,Low
P103_Exp5,19,F,1,4,16,4,4,8,1,731.271431917776,217,700,450,0,0,1559,253,3,5,219,799,0,49,0,44,16,Low
P103_Exp5,19,F,1,5,17,1,1,5,1,1053.43510147668,0,390,940,1210,0,522,774,3,9,316,793,23,4,0,0,16,Low
P103_Exp5,19,F,1,5,18,4,4,8,1,2022.5449800937,713,0,923,767,0,1622,237,13,7,607,791,11,0,0,0,16,Low
P103_Exp5,19,F,1,5,19,2,2,6,1,1361.80767732549,203,0,1000,1348,0,438,300,4,8,409,800,2,185,0,166,16,Low
P103_Exp5,19,F,1,5,20,3,3,7,1,677.462145211393,203,0,384,367,0,1433,240,3,8,203,795,0,84,0,74,16,Low
P103_Exp5,19,F,1,6,21,2,2,6,1,1007.9893026541,163,657,656,393,0,811,220,4,9,303,791,51,2,31,0,16,Low
P103_Exp5,19,F,1,6,22,3,3,7,1,1292.06543846885,389,0,849,1633,0,469,1144,3,12,388,790,0,67,0,56,16,Low
P103_Exp5,19,F,1,6,23,1,1,5,1,1443.75722930545,180,0,1000,1404,0,714,393,5,9,434,791,0,30,0,0,16,Low
P103_Exp5,19,F,1,6,24,4,4,8,1,822.452735113984,327,0,434,1404,0,857,1496,3,7,247,791,0,37,0,0,16,Low
P103_Exp5,19,F,2,7,25,7,3,11,1,4664.90966008041,1140,394,3185,1297,0,469,224,16,11,1400,794,57,29,0,0,16,Low
P103_Exp5,19,F,2,7,26,5,1,9,1,2393.10270381884,650,0,1486,1517,0,635,257,8,10,718,791,11,12,0,0,16,Low
P103_Exp5,19,F,2,7,27,6,2,10,1,1196.63113827028,240,0,890,203,0,2179,233,4,6,359,794,0,39,0,0,16,Low
P103_Exp5,19,F,2,7,28,8,4,12,1,1025.67499474117,194,546,709,1266,0,543,500,5,8,308,791,0,0,0,0,16,Low
P103_Exp5,19,F,2,8,29,7,3,11,1,1260.91803807412,127,0,669,319,0,2087,180,4,12,378,796,111,24,84,0,16,Low
P103_Exp5,19,F,2,8,30,8,4,12,1,2342.31633883883,506,0,1506,110,167,2080,70,6,8,702,791,0,22,0,0,16,Low
P103_Exp5,19,F,2,8,31,5,1,9,1,2419.8938542740502,503,0,1739,839,0,1501,223,5,10,726,793,0,6,0,0,16,Low
P103_Exp5,19,F,2,8,32,6,2,10,1,1310.09246257872,246,0,838,1075,0,1328,220,4,7,393,790,2,13,0,0,16,Low
P103_Exp5,19,F,2,9,33,7,3,11,1,2454.88593323807,653,713,1420,501,0,553,230,9,12,737,792,2,41,0,36,16,Low
P103_Exp5,19,F,2,9,34,5,1,9,1,2176.76220123303,464,0,1547,1246,0,0,NA,7,8,653,796,0,65,0,46,16,Low
P103_Exp5,19,F,2,9,35,8,4,12,1,1731.32135172636,436,0,1143,1351,0,374,1079,5,9,519,794,0,117,0,105,16,Low
P103_Exp5,19,F,2,9,36,6,2,10,1,1169.96670732806,0,0,550,536,314,370,386,3,5,351,798,2,46,0,46,16,Low
P103_Exp5,19,F,2,10,37,5,1,9,1,2143.21011673928,317,0,1687,1606,0,712,237,8,8,643,790,0,0,0,0,16,Low
P103_Exp5,19,F,2,10,38,6,2,10,1,1540.77915007474,214,427,1199,1493,0,534,237,6,8,463,791,2,7,0,0,16,Low
P103_Exp5,19,F,2,10,39,8,4,12,1,1067.43867436853,233,383,740,989,0,969,246,4,11,320,793,6,2,0,0,16,Low
P103_Exp5,19,F,2,10,40,7,3,11,1,797.814963058045,284,86,177,413,237,1483,374,6,7,240,794,0,50,0,41,16,Low
P103_Exp5,19,F,2,11,41,6,2,10,1,1711.11108266632,274,0,952,1149,0,680,227,10,9,513,795,0,77,0,65,16,Low
P103_Exp5,19,F,2,11,42,5,1,9,1,1270.40578830838,0,0,1217,233,0,2077,530,2,6,381,793,0,2,0,0,16,Low
P103_Exp5,19,F,2,11,43,8,4,12,1,1472.79690446067,197,0,1003,664,186,1142,1127,4,7,442,791,0,16,0,0,16,Low
P103_Exp5,19,F,2,11,44,7,3,11,1,953.126153329322,0,0,717,2436,0,90,2550,3,5,286,793,0,0,0,0,16,Low
P103_Exp5,19,F,2,12,45,8,4,12,1,1512.33808595498,240,257,922,1544,0,150,240,7,10,454,794,0,111,0,104,16,Low
P103_Exp5,19,F,2,12,46,5,1,9,1,2183.69252128741,300,0,1762,2055,0,237,2413,6,5,656,798,4,101,0,89,16,Low
P103_Exp5,19,F,2,12,47,7,3,11,1,2129.63534220034,480,0,1326,1740,0,673,356,9,5,639,795,1,28,0,26,16,Low
P103_Exp5,19,F,2,12,48,6,2,10,1,473.147196448735,163,0,240,196,0,2420,223,2,3,142,797,2,4,0,0,16,Low
P103_Exp5,19,F,3,13,49,10,2,14,1,2172.20755205562,373,0,1262,667,0,1453,217,8,9,651,792,160,70,44,0,16,Low
